city,rooms_semi_integer,rooms,extra_space,floor,surface_m2,NIS,property_type,price_surface
Ashkelon,4,4,0,5,110,4000,apartment,36.36
Ashkelon,2,2,0,0,45,2500,housing unit,55.56
Ashkelon,4,4,0,1,110,3800,apartment,34.55
Ashkelon,2.5,2,1,1,50,2600,apartment,52
Ashkelon,4,4,0,5,115,4000,apartment,34.78
Ashkelon,4,4,0,6,86,3800,apartment,44.19
Ashkelon,4,4,0,13,102,4500,apartment,44.12
Ashkelon,3,3,0,5,75,3200,apartment,42.67
Ashkelon,2,2,0,1,45,1900,apartment,42.22
Ashkelon,3,3,0,7,90,3650,apartment,40.56
Ashkelon,4,4,0,8,130,4500,apartment,34.62
Ashkelon,3,3,0,3,100,3600,apartment,36
Ashkelon,5,5,0,1,125,4600,apartment,36.8
Ashkelon,4,4,0,0,400,5000,house,12.5
Ashkelon,4,4,0,7,100,4000,apartment,40
Ashkelon,2,2,0,1,55,1800,apartment,32.73
Ashkelon,4,4,0,7,100,4000,apartment,40
Ashkelon,3,3,0,0,300,2800,housing unit,9.33
Ashkelon,2,2,0,1,90,3200,house,35.56
Ashkelon,4,4,0,14,124,4400,apartment,35.48
Ashkelon,4,4,0,10,122,4800,apartment,39.34
Ashkelon,6,6,0,17,188,12900,penthouse,68.62
Ashkelon,3,3,0,4,92,3700,apartment,40.22
Ashkelon,5,5,0,0,215,5300,garden apartment,24.65
Ashkelon,1,1,0,0,25,2200,housing unit,88
Ashkelon,2,2,0,0,50,2000,housing unit,40
Ashkelon,3.5,3,1,4,87,3500,apartment,40.23
Ashkelon,2,2,0,2,50,3300,apartment,66
Ashkelon,6,6,0,9,155,7000,penthouse,45.16
Ashkelon,2,2,0,1,60,3000,housing unit,50
Ashkelon,4,4,0,6,121,4000,apartment,33.06
Ashkelon,2,2,0,0,50,3100,housing unit,62
Ashkelon,4,4,0,13,110,4500,apartment,40.91
Ashkelon,4,4,0,2,106,4000,apartment,37.74
Ashkelon,5,5,0,2,140,5000,apartment,35.71
Ashkelon,5,5,0,2,129,5000,apartment,38.76
Ashkelon,3,3,0,4,75,3500,apartment,46.67
Ashkelon,4,4,0,3,90,3500,apartment,38.89
Ashkelon,3,3,0,4,75,4000,apartment,53.33
Ashkelon,5,5,0,2,125,4700,apartment,37.6
Ashkelon,5,5,0,2,140,4500,apartment,32.14
Ashkelon,3,3,0,1,95,3600,apartment,37.89
Ashkelon,4,4,0,2,126,4400,apartment,34.92
Ashkelon,5,5,0,3,125,4500,apartment,36
Ashkelon,4.5,4,1,4,115,3250,apartment,28.26
Ashkelon,5,5,0,6,130,4800,apartment,36.92
Ashkelon,4,4,0,2,73,3200,apartment,43.84
Ashkelon,4,4,0,10,110,4300,apartment,39.09
Ashkelon,4,4,0,5,95,4000,apartment,42.11
Ashkelon,4,4,0,3,110,4200,apartment,38.18
Ashkelon,3.5,3,1,4,87,3500,apartment,40.23
Ashkelon,5,5,0,7,150,4900,penthouse,32.67
Ashkelon,4,4,0,4,148,3600,apartment,24.32
Ashkelon,4,4,0,1,104,4100,apartment,39.42
Ashkelon,2,2,0,2,55,1300,housing unit,23.64
Ashkelon,3,3,0,0,70,2800,apartment,40
Ashkelon,2,2,0,0,60,3200,housing unit,53.33
Ashkelon,3,3,0,10,82,3900,apartment,47.56
Ashkelon,3,3,0,1,80,3500,apartment,43.75
Ashkelon,4,4,0,1,106,3400,apartment,32.08
Ashkelon,5,5,0,24,160,20000,penthouse,125
Ashkelon,5,5,0,5,135,5800,penthouse,42.96
Ashkelon,2,2,0,0,55,2500,housing unit,45.45
Ashkelon,4,4,0,11,126,6000,apartment,47.62
Ashkelon,2,2,0,2,43,2500,apartment,58.14
Ashkelon,2,2,0,0,55,3000,garden apartment,54.55
Ashkelon,4,4,0,9,104,4500,apartment,43.27
Ashkelon,3,3,0,1,80,3200,apartment,40
Ashkelon,5,5,0,2,140,4400,apartment,31.43
Ashkelon,5,5,0,4,140,5000,apartment,35.71
Ashkelon,3,3,0,2,80,2800,apartment,35
Ashkelon,2,2,0,1,40,2800,housing unit,70
Ashkelon,2,2,0,1,45,2900,housing unit,64.44
Ashkelon,4,4,0,1,75,3500,apartment,46.67
Ashkelon,3,3,0,5,95,3800,apartment,40
Ashkelon,2,2,0,3,80,2450,apartment,30.63
Ashkelon,5,5,0,8,126,4800,apartment,38.1
Ashkelon,5,5,0,5,130,4300,apartment,33.08
Ashkelon,3,3,0,1,80,3200,apartment,40
Ashkelon,3,3,0,5,77,3450,apartment,44.81
Ashkelon,3,3,0,1,93,3700,apartment,39.78
Ashkelon,4,4,0,13,122,4000,apartment,32.79
Ashkelon,3,3,0,2,84,3800,apartment,45.24
Ashkelon,4,4,0,6,106,4000,apartment,37.74
Ashkelon,5,5,0,5,123,4450,apartment,36.18
Ashkelon,4,4,0,7,115,4600,apartment,40
Ashkelon,4,4,0,8,100,4000,apartment,40
Ashkelon,3,3,0,3,75,3500,apartment,46.67
Ashkelon,2,2,0,6,47,2600,house,55.32
Ashkelon,5,5,0,2,152,3800,apartment,25
Ashkelon,2,2,0,3,50,2300,housing unit,46
Ashkelon,2,2,0,0,55,2300,housing unit,41.82
Ashkelon,4,4,0,11,125,4300,apartment,34.4
Ashkelon,3,3,0,7,96,3700,apartment,38.54
Ashkelon,5,5,0,2,130,4300,apartment,33.08
Ashkelon,2,2,0,3,50,2850,apartment,57
Ashkelon,4,4,0,2,160,3800,apartment,23.75
Ashkelon,4,4,0,2,115,3800,apartment,33.04
Ashkelon,4,4,0,4,100,3800,apartment,38
Ashkelon,5,5,0,8,145,4200,apartment,28.97
Ashkelon,2,2,0,0,60,2500,garden apartment,41.67
Ashkelon,4,4,0,5,128,3900,apartment,30.47
Ashkelon,4,4,0,6,116,4000,apartment,34.48
Ashkelon,5.5,5,1,12,180,7000,apartment,38.89
Ashkelon,2,2,0,4,30,1800,apartment,60
Ashkelon,3.5,3,1,3,75,3000,apartment,40
Ashkelon,5,5,0,3,143,4200,apartment,29.37
Ashkelon,5,5,0,5,140,4700,apartment,33.57
Ashkelon,5,5,0,5,128,5000,apartment,39.06
Ashkelon,4,4,0,1,119,4800,apartment,40.34
Ashkelon,4,4,0,1,100,3400,apartment,34
Ashkelon,3,3,0,5,76,3400,apartment,44.74
Ashkelon,5,5,0,10,124,4650,apartment,37.5
Ashkelon,5,5,0,5,138,4700,apartment,34.06
Ashkelon,3,3,0,4,82,3500,apartment,42.68
Ashkelon,3,3,0,1,90,3800,apartment,42.22
Ashkelon,5,5,0,2,140,4500,apartment,32.14
Ashkelon,4,4,0,4,110,3500,apartment,31.82
Ashkelon,2,2,0,2,45,3200,apartment,71.11
Ashkelon,1.5,1,1,1,55,3000,housing unit,54.55
Ashkelon,5.5,5,1,0,186,6799,house,36.55
Ashkelon,2.5,2,1,0,60,3500,basement,58.33
Ashkelon,2,2,0,3,62,3350,apartment,54.03
Ashkelon,3.5,3,1,2,74,3500,apartment,47.3
Ashkelon,4,4,0,6,116,4000,apartment,34.48
Ashkelon,4,4,0,1,90,3700,apartment,41.11
Ashkelon,3,3,0,3,60,2300,apartment,38.33
Ashkelon,2,2,0,1,40,2150,apartment,53.75
Ashkelon,3,3,0,9,91,3800,apartment,41.76
Ashkelon,3,3,0,1,90,3500,housing unit,38.89
Ashkelon,3,3,0,4,80,2600,apartment,32.5
Ashkelon,3.5,3,1,0,99,3600,housing unit,36.36
Ashkelon,3,3,0,3,80,2400,apartment,30
Ashkelon,2,2,0,0,45,3000,housing unit,66.67
Ashkelon,4,4,0,8,110,4200,apartment,38.18
Ashkelon,4,4,0,2,120,3990,apartment,33.25
Ashkelon,2,2,0,3,70,1900,housing unit,27.14
Ashkelon,3,3,0,2,77,3400,apartment,44.16
Ashkelon,5,5,0,7,145,5499,apartment,37.92
Ashkelon,2,2,0,2,45,2000,apartment,44.44
Ashkelon,3,3,0,4,80,2900,apartment,36.25
Ashkelon,4,4,0,1,150,4300,apartment,28.67
Ashkelon,4,4,0,11,125,4200,apartment,33.6
Ashkelon,3,3,0,4,70,3400,apartment,48.57
Ashkelon,3,3,0,2,94,3900,apartment,41.49
Ashkelon,5,5,0,8,147,4750,apartment,32.31
Ashkelon,3,3,0,3,60,2200,apartment,36.67
Ashkelon,1,1,0,0,155,4500,garden apartment,29.03
Ashkelon,3,3,0,8,91,4500,apartment,49.45
Ashkelon,5,5,0,9,140,4500,apartment,32.14
Ashkelon,3,3,0,2,73,3490,apartment,47.81
Ashkelon,5,5,0,4,141,4800,apartment,34.04
Ashkelon,5,5,0,2,136,5000,apartment,36.76
Ashkelon,5,5,0,11,130,5500,apartment,42.31
Ashkelon,4,4,0,5,120,4300,apartment,35.83
Ashkelon,1.5,1,1,0,40,2200,housing unit,55
Ashkelon,2,2,0,0,36,2600,apartment,72.22
Ashkelon,4,4,0,2,102,3900,apartment,38.24
Ashkelon,4.5,4,1,2,112,3600,apartment,32.14
Ashkelon,1.5,1,1,4,35,1800,housing unit,51.43
Ashkelon,4.5,4,1,4,126,5100,apartment,40.48
Ashkelon,4,4,0,4,100,4200,apartment,42
Ashkelon,6,6,0,8,230,6800,penthouse,29.57
Ashkelon,5,5,0,1,120,4200,apartment,35
Ashkelon,3,3,0,0,55,2800,garden apartment,50.91
Ashkelon,2,2,0,3,50,2300,apartment,46
Ashkelon,5,5,0,9,130,4800,apartment,36.92
Ashkelon,3,3,0,0,200,2800,housing unit,14
Ashkelon,2,2,0,0,55,2400,garden apartment,43.64
Ashkelon,5,5,0,2,134,5600,apartment,41.79
Ashkelon,4.5,4,1,3,80,3100,apartment,38.75
Ashkelon,3,3,0,0,75,4500,duplex,60
Ashkelon,4,4,0,0,150,6500,garden apartment,43.33
Ashkelon,3,3,0,1,80,3900,apartment,48.75
Ashkelon,3,3,0,0,150,2400,housing unit,16
Ashkelon,3,3,0,4,80,2900,apartment,36.25
Ashkelon,3,3,0,1,80,3500,housing unit,43.75
Ashkelon,5,5,0,9,130,4800,apartment,36.92
Ashkelon,3,3,0,7,90,3650,apartment,40.56
Ashkelon,2,2,0,3,44,2500,apartment,56.82
Ashkelon,5,5,0,2,96,3300,apartment,34.38
Ashkelon,5,5,0,6,140,5500,apartment,39.29
Ashkelon,4,4,0,4,114,4500,apartment,39.47
Ashkelon,5,5,0,13,129,4600,apartment,35.66
Ashkelon,4,4,0,2,121,4550,apartment,37.6
Ashkelon,4,4,0,9,112,4800,apartment,42.86
Ashkelon,5,5,0,1,110,3400,apartment,30.91
Ashkelon,3,3,0,1,65,2590,apartment,39.85
Ashkelon,2.5,2,1,0,317,3900,house,12.3
Ashkelon,5,5,0,1,142,4500,apartment,31.69
Ashkelon,4,4,0,1,105,4000,apartment,38.1
Ashkelon,5,5,0,1,144,4950,apartment,34.38
Ashkelon,4,4,0,12,135,4100,apartment,30.37
Ashkelon,2,2,0,3,55,3500,apartment,63.64
Ashkelon,5,5,0,12,155,5900,apartment,38.06
Ashkelon,3,3,0,3,60,2500,apartment,41.67
Ashkelon,3,3,0,3,65,2400,apartment,36.92
Ashkelon,6,6,0,0,250,6500,garden apartment,26
Ashkelon,2,2,0,0,30,2900,housing unit,96.67
Ashkelon,4,4,0,2,160,4800,apartment,30
Ashkelon,3,3,0,8,80,3800,apartment,47.5
Ashkelon,2,2,0,0,30,2200,apartment,73.33
Ashkelon,4,4,0,4,100,3400,apartment,34
Ashkelon,3,3,0,2,74,3500,apartment,47.3
Ashkelon,2,2,0,3,45,2200,housing unit,48.89
Ashkelon,7,7,0,1,360,13000,house,36.11
Ashkelon,5,5,0,5,143,2500,apartment,17.48
Ashkelon,4,4,0,3,100,4000,apartment,40
Ashkelon,5,5,0,7,150,4000,apartment,26.67
Ashkelon,4,4,0,5,120,4500,apartment,37.5
Ashkelon,6,6,0,1,220,8000,house,36.36
Ashkelon,5,5,0,3,120,3300,apartment,27.5
Ashkelon,6,6,0,0,350,11000,house,31.43
Ashkelon,3,3,0,7,90,3700,apartment,41.11
Ashkelon,5,5,0,4,130,4600,apartment,35.38
Ashkelon,6,6,0,9,155,7000,penthouse,45.16
Ashkelon,5,5,0,2,142,5100,apartment,35.92
Ashkelon,5,5,0,4,126,4300,apartment,34.13
Ashkelon,3,3,0,6,91,3900,apartment,42.86
Ashkelon,5,5,0,10,130,5000,apartment,38.46
Ashkelon,4,4,0,6,121,5200,apartment,42.98
Ashkelon,5,5,0,7,130,5200,apartment,40
Ashkelon,2,2,0,5,50,2800,apartment,56
Ashkelon,2,2,0,0,50,3400,housing unit,68
Ashkelon,2,2,0,3,65,2600,apartment,40
Ashkelon,4,4,0,4,85,3000,apartment,35.29
Ashkelon,5,5,0,1,140,4300,apartment,30.71
Ashkelon,4,4,0,2,116,3900,apartment,33.62
Ashkelon,5,5,0,3,140,4600,apartment,32.86
Ashkelon,4,4,0,3,84,3000,apartment,35.71
Ashkelon,4,4,0,1,118,4150,apartment,35.17
Ashkelon,4,4,0,3,119,4100,apartment,34.45
Ashkelon,4,4,0,5,120,4200,apartment,35
Ashkelon,4,4,0,1,120,3600,apartment,30
Ashkelon,4,4,0,2,75,3300,apartment,44
Ashkelon,2,2,0,2,45,2900,house,64.44
Ashkelon,4,4,0,3,100,4200,apartment,42
Ashkelon,2,2,0,3,52,1999,apartment,38.44
Ashkelon,4,4,0,6,120,3800,apartment,31.67
Ashkelon,3,3,0,2,80,3500,apartment,43.75
Ashkelon,5,5,0,11,138,5300,apartment,38.41
Ashkelon,5,5,0,2,124,4900,apartment,39.52
Ashkelon,2,2,0,6,50,2800,apartment,56
Ashkelon,4,4,0,2,80,3000,other,37.5
Ashkelon,3,3,0,3,90,3800,apartment,42.22
Ashkelon,5,5,0,5,140,5000,apartment,35.71
Ashkelon,4,4,0,6,100,3500,apartment,35
Ashkelon,3,3,0,3,250,2800,apartment,11.2
Ashkelon,2,2,0,0,55,3000,garden apartment,54.55
Ashkelon,3,3,0,0,70,4500,garden apartment,64.29
Ashkelon,4,4,0,3,216,4800,penthouse,22.22
Ashkelon,4,4,0,5,110,2999,apartment,27.26
Ashkelon,4,4,0,3,100,4000,apartment,40
Ashkelon,5,5,0,12,140,5000,apartment,35.71
Ashkelon,2,2,0,4,45,3300,apartment,73.33
Ashkelon,4,4,0,7,140,3850,duplex,27.5
Ashkelon,3.5,3,1,2,64,3200,apartment,50
Ashkelon,2,2,0,1,70,3200,housing unit,45.71
Ashkelon,5,5,0,0,240,5500,house,22.92
Ashkelon,4,4,0,5,118,4400,apartment,37.29
Ashkelon,4,4,0,5,120,4300,apartment,35.83
Ashkelon,4,4,0,5,118,4200,apartment,35.59
Ashkelon,4.5,4,1,4,140,3800,apartment,27.14
Ashkelon,5,5,0,4,139,5200,apartment,37.41
Ashkelon,3.5,3,1,4,80,2900,apartment,36.25
Ashkelon,4,4,0,2,100,4700,apartment,47
Ashkelon,5,5,0,1,145,4800,apartment,33.1
Ashkelon,3.5,3,1,2,84,3400,apartment,40.48
Ashkelon,5,5,0,5,140,4900,apartment,35
Ashkelon,4,4,0,3,8,2900,apartment,362.5
Ashkelon,6,6,0,9,188,6000,duplex,31.91
Ashkelon,4,4,0,5,100,4200,apartment,42
Ashkelon,2,2,0,0,60,3100,housing unit,51.67
Ashkelon,4,4,0,5,110,2999,apartment,27.26
Ashkelon,4,4,0,0,110,5800,garden apartment,52.73
Ashkelon,4,4,0,12,116,4500,apartment,38.79
Ashkelon,2,2,0,2,38,1900,housing unit,50
Ashkelon,5,5,0,12,140,5000,apartment,35.71
Ashkelon,4.5,4,1,0,150,5000,other,33.33
Ashkelon,2,2,0,2,50,2300,apartment,46
Ashkelon,3,3,0,5,90,3750,apartment,41.67
Ashkelon,4,4,0,1,120,3600,apartment,30
Ashkelon,2.5,2,1,0,80,4000,garden apartment,50
Ashkelon,3,3,0,0,300,2400,house,8
Ashkelon,5,5,0,13,215,6800,penthouse,31.63
Ashkelon,4,4,0,6,100,3600,apartment,36
Ashkelon,5,5,0,4,140,5000,apartment,35.71
Ashkelon,5,5,0,9,190,7000,penthouse,36.84
Ashkelon,3,3,0,0,80,3500,house,43.75
Ashkelon,3,3,0,0,100,2500,garden apartment,25
Ashkelon,2,2,0,1,90,3200,house,35.56
Ashkelon,2,2,0,0,60,3100,housing unit,51.67
Ashkelon,5,5,0,3,140,5600,apartment,40
Ashkelon,5,5,0,1,140,4400,apartment,31.43
Ashkelon,3,3,0,0,120,3700,other,30.83
Ashkelon,4,4,0,13,142,5000,apartment,35.21
Ashkelon,2,2,0,0,60,111,housing unit,1.85
Ashkelon,4,4,0,2,120,3900,apartment,32.5
Ashkelon,3,3,0,2,80,3200,apartment,40
Ashkelon,4,4,0,1,117,4000,apartment,34.19
Ashkelon,5,5,0,0,500,7300,other,14.6
Ashkelon,5,5,0,11,148,4900,apartment,33.11
Ashkelon,4,4,0,5,124,4200,apartment,33.87
Ashkelon,3,3,0,3,66,2200,apartment,33.33
Ashkelon,4,4,0,6,112,4500,apartment,40.18
Ashkelon,4,4,0,13,115,4500,apartment,39.13
Ashkelon,4,4,0,1,108,3700,apartment,34.26
Ashkelon,1,1,0,1,30,2300,housing unit,76.67
Ashkelon,3,3,0,0,100,2500,garden apartment,25
Ashkelon,5,5,0,6,148,5000,apartment,33.78
Ashkelon,2,2,0,2,65,2500,housing unit,38.46
Ashkelon,6.5,6,1,0,350,6200,house,17.71
Ashkelon,3,3,0,2,75,2900,apartment,38.67
Ashkelon,5,5,0,4,125,4000,apartment,32
Ashkelon,5,5,0,3,130,4600,apartment,35.38
Ashkelon,4,4,0,4,120,3200,apartment,26.67
Ashkelon,6,6,0,0,130,5300,other,40.77
Ashkelon,5,5,0,0,300,9000,house,30
Ashkelon,4,4,0,8,112,4500,apartment,40.18
Ashkelon,3,3,0,2,80,3100,apartment,38.75
Ashkelon,3,3,0,2,65,2450,apartment,37.69
Ashkelon,5,5,0,4,120,4500,apartment,37.5
Ashkelon,5,5,0,3,125,5000,apartment,40
Ashkelon,2,2,0,0,50,2200,housing unit,44
Ashkelon,4,4,0,4,126,4150,apartment,32.94
Ashkelon,4,4,0,4,120,4599,apartment,38.33
Ashkelon,4,4,0,2,110,3700,apartment,33.64
Ashkelon,3,3,0,2,60,2800,apartment,46.67
Ashkelon,4,4,0,4,100,3800,apartment,38
Ashkelon,2,2,0,4,40,4500,apartment,112.5
Ashkelon,5,5,0,5,130,5100,apartment,39.23
Ashkelon,3,3,0,2,80,3700,apartment,46.25
Ashkelon,1,1,0,10,50,2500,housing unit,50
Ashkelon,3,3,0,6,100,3500,apartment,35
Ashkelon,4,4,0,1,112,4700,apartment,41.96
Ashkelon,2,2,0,3,30,3300,apartment,110
Ashkelon,4,4,0,4,110,4500,apartment,40.91
Ashkelon,5,5,0,10,140,4600,apartment,32.86
Ashkelon,3,3,0,4,82,3700,apartment,45.12
Ashkelon,5,5,0,9,220,4950,penthouse,22.5
Ashkelon,1.5,1,1,0,40,3000,housing unit,75
Ashkelon,2,2,0,0,125,2000,housing unit,16
Ashkelon,4,4,0,12,121,4500,apartment,37.19
Ashkelon,3,3,0,1,80,3800,apartment,47.5
Ashkelon,3,3,0,9,170,5500,penthouse,32.35
Ashkelon,4,4,0,3,122,4300,apartment,35.25
Ashkelon,4,4,0,6,99,3950,apartment,39.9
Ashkelon,3,3,0,3,70,3200,apartment,45.71
Ashkelon,5,5,0,5,145,5000,apartment,34.48
Ashkelon,3,3,0,2,65,2800,apartment,43.08
Ashkelon,2,2,0,2,50,3300,apartment,66
Ashkelon,4,4,0,4,112,100,apartment,0.89
Ashkelon,1.5,1,1,0,35,2200,housing unit,62.86
Ashkelon,3,3,0,0,80,3500,house,43.75
Ashkelon,5,5,0,1,136,4600,apartment,33.82
Ashkelon,5,5,0,5,130,4499,apartment,34.61
Ashkelon,3,3,0,1,70,2900,apartment,41.43
Ashkelon,4,4,0,2,105,3400,apartment,32.38
Ashkelon,3,3,0,8,85,3700,apartment,43.53
Ashkelon,4,4,0,6,90,3600,apartment,40
Ashkelon,5,5,0,11,140,4500,apartment,32.14
Ashkelon,4,4,0,6,115,4500,apartment,39.13
Ashkelon,1,1,0,2,60,2200,apartment,36.67
Ashkelon,4,4,0,3,125,4000,apartment,32
Ashkelon,4,4,0,5,110,4800,apartment,43.64
Ashkelon,5.5,5,1,0,360,9500,other,26.39
Ashkelon,3,3,0,0,80,2800,apartment,35
Ashkelon,4,4,0,4,90,3500,apartment,38.89
Ashkelon,3,3,0,3,60,2600,apartment,43.33
Ashkelon,3,3,0,1,55,2900,apartment,52.73
Ashkelon,1,1,0,0,38,2400,housing unit,63.16
Ashkelon,3,3,0,0,80,3500,apartment,43.75
Ashkelon,3,3,0,2,50,2800,apartment,56
Ashkelon,3,3,0,4,85,3800,apartment,44.71
Ashkelon,3,3,0,4,70,3400,apartment,48.57
Ashkelon,4,4,0,1,90,3600,apartment,40
Ashkelon,3,3,0,1,75,3200,apartment,42.67
Ashkelon,6,6,0,9,150,6300,penthouse,42
Ashkelon,5,5,0,9,200,4000,penthouse,20
Ashkelon,4,4,0,1,100,3200,apartment,32
Ashkelon,2.5,2,1,0,65,3400,housing unit,52.31
Ashkelon,4,4,0,8,115,4000,apartment,34.78
Ashkelon,3.5,3,1,3,75,2600,apartment,34.67
Ashkelon,2,2,0,0,130,1999,housing unit,15.38
Ashkelon,5,5,0,0,120,4000,apartment,33.33
Ashkelon,3,3,0,3,70,1999,apartment,28.56
Ashkelon,3,3,0,5,85,2800,apartment,32.94
Ashkelon,4,4,0,0,100,4500,garden apartment,45
Ashkelon,4,4,0,2,105,3700,apartment,35.24
Ashkelon,4,4,0,11,114,4200,apartment,36.84
Ashkelon,5,5,0,1,130,4500,apartment,34.62
Ashkelon,4,4,0,3,125,4300,apartment,34.4
Ashkelon,4,4,0,5,110,4000,apartment,36.36
Ashkelon,2,2,0,0,60,3200,housing unit,53.33
Ashkelon,3,3,0,5,90,3500,apartment,38.89
Ashkelon,3.5,3,1,8,95,4000,apartment,42.11
Ashkelon,3,3,0,2,95,3600,apartment,37.89
Ashkelon,5,5,0,4,140,4500,apartment,32.14
Ashkelon,3,3,0,5,55,3900,apartment,70.91
Ashkelon,5,5,0,3,140,5200,apartment,37.14
Ashkelon,4,4,0,8,100,4250,apartment,42.5
Ashkelon,3,3,0,1,65,3200,apartment,49.23
Ashkelon,4,4,0,6,110,3650,apartment,33.18
Ashkelon,4,4,0,2,112,4300,apartment,38.39
Ashkelon,5,5,0,1,140,5000,apartment,35.71
Ashkelon,1,1,0,3,122,4300,apartment,35.25
Ashkelon,3,3,0,10,76,3700,apartment,48.68
Ashkelon,3,3,0,11,94,3900,apartment,41.49
Ashkelon,5,5,0,4,125,4500,duplex,36
Ashkelon,2,2,0,1,40,2700,housing unit,67.5
Ashkelon,4,4,0,1,120,4200,apartment,35
Ashkelon,3,3,0,3,82,3900,apartment,47.56
Ashkelon,2.5,2,1,1,65,3100,housing unit,47.69
Ashkelon,2,2,0,0,55,2300,housing unit,41.82
Ashkelon,3,3,0,0,75,2850,housing unit,38
Ashkelon,4,4,0,3,105,4000,apartment,38.1
Ashkelon,3,3,0,7,60,4000,house,66.67
Ashkelon,5,5,0,6,125,4400,apartment,35.2
Ashkelon,2,2,0,2,45,2000,apartment,44.44
Ashkelon,4,4,0,5,100,4200,apartment,42
Ashkelon,3,3,0,3,62,3100,apartment,50
Ashkelon,4,4,0,1,112,3000,apartment,26.79
Ashkelon,4,4,0,5,122,5000,apartment,40.98
Ashkelon,2,2,0,0,50,3500,housing unit,70
Ashkelon,4,4,0,2,100,3200,apartment,32
Ashkelon,2,2,0,0,60,3100,housing unit,51.67
Ashkelon,4,4,0,2,90,3700,apartment,41.11
Ashkelon,3,3,0,2,80,3100,apartment,38.75
Ashkelon,3.5,3,1,3,85,2800,apartment,32.94
Ashkelon,5.5,5,1,12,180,7000,apartment,38.89
Ashkelon,4.5,4,1,3,80,3500,apartment,43.75
Ashkelon,2.5,2,1,1,65,3100,housing unit,47.69
Ashkelon,5,5,0,4,125,4800,apartment,38.4
Ashkelon,4.5,4,1,6,106,4000,apartment,37.74
Ashkelon,4,4,0,3,107,4000,apartment,37.38
Ashkelon,2,2,0,0,70,3400,housing unit,48.57
Ashkelon,4,4,0,6,118,4100,apartment,34.75
Ashkelon,3,3,0,5,83,3800,apartment,45.78
Ashkelon,4,4,0,2,120,4200,apartment,35
Ashkelon,1,1,0,0,35,2500,housing unit,71.43
Ashkelon,3.5,3,1,0,400,3700,house,9.25
Ashkelon,2,2,0,0,70,3500,housing unit,50
Ashkelon,3,3,0,0,70,3200,housing unit,45.71
Ashkelon,3,3,0,2,81,4000,apartment,49.38
Ashkelon,4,4,0,10,110,4300,apartment,39.09
Ashkelon,4,4,0,2,110,4600,apartment,41.82
Ashkelon,4,4,0,3,110,4500,apartment,40.91
Ashkelon,5,5,0,3,121,3950,apartment,32.64
Ashkelon,3,3,0,0,190,4100,house,21.58
Ashkelon,2,2,0,3,50,2200,apartment,44
Ashkelon,4,4,0,4,116,4100,apartment,35.34
Ashkelon,5,5,0,5,126,5000,apartment,39.68
Ashkelon,4,4,0,9,200,5000,penthouse,25
Ashkelon,3,3,0,5,80,3700,apartment,46.25
Ashkelon,1.5,1,1,1,30,1500,housing unit,50
Ashkelon,2,2,0,0,40,2500,garden apartment,62.5
Ashkelon,3,3,0,0,70,2500,garden apartment,35.71
Ashkelon,4,4,0,3,120,3900,apartment,32.5
Ashkelon,5,5,0,9,152,5200,apartment,34.21
Ashkelon,2,2,0,4,30,1800,apartment,60
Ashkelon,2,2,0,11,1,3500,other,3500
Ashkelon,3,3,0,2,65,2450,apartment,37.69
Ashkelon,2.5,2,1,1,50,1800,apartment,36
Ashkelon,4,4,0,10,113,7500,apartment,66.37
Ashkelon,5,5,0,9,145,4600,apartment,31.72
Ashkelon,5,5,0,2,139,4600,apartment,33.09
Ashkelon,3,3,0,1,70,2798,apartment,39.97
Ashkelon,3,3,0,3,80,3600,apartment,45
Ashkelon,3,3,0,11,90,4000,apartment,44.44
Ashkelon,4,4,0,3,120,4400,apartment,36.67
Ashkelon,4,4,0,6,120,4800,apartment,40
Ashkelon,3,3,0,3,55,3600,apartment,65.45
Ashkelon,4,4,0,1,115,4500,apartment,39.13
Ashkelon,4,4,0,10,121,4500,apartment,37.19
Ashkelon,4,4,0,3,109,4200,apartment,38.53
Ashkelon,5,5,0,7,140,4600,apartment,32.86
Ashkelon,3,3,0,3,88,3800,apartment,43.18
Ashkelon,4,4,0,6,100,3350,apartment,33.5
Ashkelon,4,4,0,2,115,3999,apartment,34.77
Ashkelon,5,5,0,7,145,4800,apartment,33.1
Ashkelon,2,2,0,0,40,2700,housing unit,67.5
Ashkelon,3.5,3,1,5,78,3000,apartment,38.46
Ashkelon,4,4,0,10,122,4750,apartment,38.93
Ashkelon,5,5,0,7,14,4700,apartment,335.71
Ashkelon,3.5,3,1,3,75,3500,apartment,46.67
Ashkelon,6,6,0,0,100,5700,garden apartment,57
Ashkelon,5,5,0,2,139,4600,apartment,33.09
Ashkelon,4,4,0,1,100,3500,apartment,35
Ashkelon,2,2,0,1,60,3000,housing unit,50
Ashkelon,4,4,0,1,98,3700,duplex,37.76
Ashkelon,4,4,0,3,80,3600,apartment,45
Ashkelon,4,4,0,13,135,4900,apartment,36.3
Ashkelon,2,2,0,3,50,2100,apartment,42
Ashkelon,3,3,0,5,100,3600,apartment,36
Ashkelon,5,5,0,1,137,4800,apartment,35.04
Ashkelon,5,5,0,1,160,4600,apartment,28.75
Ashkelon,4,4,0,5,103,1000,apartment,9.71
Ashkelon,4.5,4,1,15,120,5500,apartment,45.83
Ashkelon,3,3,0,2,90,2400,apartment,26.67
Ashkelon,5,5,0,3,150,4800,apartment,32
Ashkelon,3,3,0,6,83,3950,apartment,47.59
