city,rooms_semi_integer,rooms,extra_space,floor,surface_m2,NIS,property_type,price_surface
Bat Yam,2.5,2,1,2,55,3900,apartment,70.91
Bat Yam,3,3,0,1,80,4950,apartment,61.88
Bat Yam,5,5,0,4,120,8500,penthouse,70.83
Bat Yam,2.5,2,1,3,60,4400,apartment,73.33
Bat Yam,3,3,0,3,74,4200,apartment,56.76
Bat Yam,2,2,0,0,65,4200,garden apartment,64.62
Bat Yam,3,3,0,1,60,4250,apartment,70.83
Bat Yam,1,1,0,1,24,4800,apartment,200
Bat Yam,3,3,0,4,76,6000,apartment,78.95
Bat Yam,1,1,0,4,25,3250,housing unit,130
Bat Yam,3,3,0,3,68,4900,apartment,72.06
Bat Yam,3,3,0,4,80,4950,apartment,61.88
Bat Yam,2.5,2,1,2,76,3000,apartment,39.47
Bat Yam,5,5,0,0,600,10999,garden apartment,18.33
Bat Yam,3,3,0,2,65,4300,apartment,66.15
Bat Yam,2,2,0,1,40,3200,apartment,80
Bat Yam,4,4,0,2,85,5000,apartment,58.82
Bat Yam,2,2,0,4,60,3800,apartment,63.33
Bat Yam,3,3,0,3,65,3900,apartment,60
Bat Yam,3.5,3,1,2,92,5200,apartment,56.52
Bat Yam,4,4,0,2,95,6900,apartment,72.63
Bat Yam,3,3,0,2,70,3650,apartment,52.14
Bat Yam,3.5,3,1,3,100,5500,apartment,55
Bat Yam,2.5,2,1,3,60,3500,apartment,58.33
Bat Yam,3.5,3,1,3,84,4000,apartment,47.62
Bat Yam,2.5,2,1,2,65,4700,apartment,72.31
Bat Yam,3,3,0,2,90,4700,apartment,52.22
Bat Yam,3,3,0,8,90,7000,apartment,77.78
Bat Yam,2,2,0,0,55,4500,apartment,81.82
Bat Yam,3,3,0,1,65,4000,apartment,61.54
Bat Yam,4,4,0,23,114,10000,apartment,87.72
Bat Yam,3,3,0,20,117,8000,apartment,68.38
Bat Yam,5.5,5,1,33,220,25000,penthouse,113.64
Bat Yam,2,2,0,4,35,3600,housing unit,102.86
Bat Yam,4,4,0,7,100,8500,apartment,85
Bat Yam,3,3,0,2,85,5100,apartment,60
Bat Yam,3,3,0,2,72,4500,apartment,62.5
Bat Yam,4,4,0,2,100,6600,apartment,66
Bat Yam,3,3,0,1,80,5300,apartment,66.25
Bat Yam,3.5,3,1,3,75,3800,apartment,50.67
Bat Yam,3,3,0,3,68,6300,apartment,92.65
Bat Yam,2.5,2,1,0,67,4000,apartment,59.7
Bat Yam,3,3,0,1,75,3950,apartment,52.67
Bat Yam,1,1,0,1,7,2100,apartment,300
Bat Yam,1.5,1,1,3,40,3500,apartment,87.5
Bat Yam,1,1,0,0,125,7500,garden apartment,60
Bat Yam,4,4,0,1,90,5450,apartment,60.56
Bat Yam,3,3,0,2,75,4300,apartment,57.33
Bat Yam,3.5,3,1,2,115,5000,apartment,43.48
Bat Yam,2,2,0,3,67,4500,apartment,67.16
Bat Yam,1,1,0,1,60,4200,apartment,70
Bat Yam,4,4,0,23,114,10000,apartment,87.72
Bat Yam,4,4,0,5,85,6000,apartment,70.59
Bat Yam,6,6,0,33,250,26000,duplex,104
Bat Yam,3,3,0,2,65,4200,apartment,64.62
Bat Yam,4,4,0,1,105,6500,apartment,61.9
Bat Yam,3,3,0,1,75,4300,apartment,57.33
Bat Yam,1,1,0,0,40,2800,garden apartment,70
Bat Yam,4,4,0,13,112,9500,other,84.82
Bat Yam,3,3,0,1,71,5400,apartment,76.06
Bat Yam,2,2,0,5,45,5000,apartment,111.11
Bat Yam,4,4,0,6,100,5500,apartment,55
Bat Yam,4,4,0,2,95,6900,apartment,72.63
Bat Yam,2,2,0,0,40,3250,apartment,81.25
Bat Yam,3.5,3,1,3,95,6000,apartment,63.16
Bat Yam,3,3,0,2,90,4600,apartment,51.11
Bat Yam,5,5,0,12,125,8250,apartment,66
Bat Yam,4,4,0,11,100,11900,apartment,119
Bat Yam,3,3,0,3,70,3800,apartment,54.29
Bat Yam,2,2,0,16,150,550,penthouse,3.67
Bat Yam,2,2,0,2,55,3500,apartment,63.64
Bat Yam,4,4,0,3,85,5500,apartment,64.71
Bat Yam,1,1,0,1,30,3300,housing unit,110
Bat Yam,2,2,0,0,60,4200,apartment,70
Bat Yam,2.5,2,1,2,56,4500,apartment,80.36
Bat Yam,3,3,0,4,75,4200,apartment,56
Bat Yam,2.5,2,1,3,55,4200,apartment,76.36
Bat Yam,1,1,0,4,75,4700,apartment,62.67
Bat Yam,3.5,3,1,1,85,5400,apartment,63.53
Bat Yam,3,3,0,6,180,7500,penthouse,41.67
Bat Yam,3,3,0,3,65,2900,other,44.62
Bat Yam,3,3,0,1,100,5400,apartment,54
Bat Yam,2.5,2,1,4,70,4400,apartment,62.86
Bat Yam,3.5,3,1,3,74,4450,apartment,60.14
Bat Yam,4,4,0,2,100,5900,apartment,59
Bat Yam,5,5,0,18,200,13000,penthouse,65
Bat Yam,2,2,0,2,40,4500,apartment,112.5
Bat Yam,5,5,0,12,125,8250,apartment,66
Bat Yam,3,3,0,2,70,4200,apartment,60
Bat Yam,1,1,0,0,35,3200,apartment,91.43
Bat Yam,1,1,0,9,30,3750,apartment,125
Bat Yam,2,2,0,12,50,7500,apartment,150
Bat Yam,3,3,0,3,79,5800,apartment,73.42
Bat Yam,4,4,0,4,90,6700,apartment,74.44
Bat Yam,5,5,0,10,130,9000,apartment,69.23
Bat Yam,3,3,0,1,65,3500,apartment,53.85
Bat Yam,3,3,0,2,75,4100,apartment,54.67
Bat Yam,3,3,0,3,75,4350,apartment,58
Bat Yam,3,3,0,4,80,5000,apartment,62.5
Bat Yam,2.5,2,1,2,65,4200,apartment,64.62
Bat Yam,5,5,0,0,117,8800,apartment,75.21
Bat Yam,3.5,3,1,2,80,5500,apartment,68.75
Bat Yam,3,3,0,2,107,6400,apartment,59.81
Bat Yam,3.5,3,1,29,120,7999,apartment,66.66
Bat Yam,2,2,0,4,60,3600,apartment,60
Bat Yam,3,3,0,3,80,4250,apartment,53.13
Bat Yam,3,3,0,4,1,4100,apartment,4100
Bat Yam,1,1,0,1,50,3200,apartment,64
Bat Yam,4,4,0,1,86,6300,apartment,73.26
Bat Yam,3,3,0,4,80,4900,apartment,61.25
Bat Yam,3,3,0,4,70,4300,apartment,61.43
Bat Yam,3,3,0,3,92,5400,apartment,58.7
Bat Yam,1,1,0,1,80,4700,apartment,58.75
Bat Yam,3.5,3,1,3,80,6000,apartment,75
Bat Yam,2,2,0,1,32,3500,apartment,109.38
Bat Yam,1,1,0,3,40,3480,apartment,87
Bat Yam,2,2,0,2,60,5000,apartment,83.33
Bat Yam,3,3,0,1,65,4500,apartment,69.23
Bat Yam,3,3,0,5,104,7200,apartment,69.23
Bat Yam,4,4,0,2,95,5200,apartment,54.74
Bat Yam,2.5,2,1,1,45,4000,apartment,88.89
Bat Yam,5,5,0,5,170,10500,apartment,61.76
Bat Yam,3,3,0,3,85,4800,apartment,56.47
Bat Yam,2,2,0,11,50,4750,apartment,95
Bat Yam,4,4,0,3,120,6999,apartment,58.33
Bat Yam,5,5,0,12,145,9000,apartment,62.07
Bat Yam,5,5,0,8,136,8500,apartment,62.5
Bat Yam,5,5,0,23,130,10250,apartment,78.85
Bat Yam,1.5,1,1,1,30,2900,housing unit,96.67
Bat Yam,5,5,0,39,130,9700,other,74.62
Bat Yam,4,4,0,2,112,10500,apartment,93.75
Bat Yam,4,4,0,22,150,8600,apartment,57.33
Bat Yam,4,4,0,1,85,5800,apartment,68.24
Bat Yam,3,3,0,3,75,4000,apartment,53.33
Bat Yam,3,3,0,5,96,6800,apartment,70.83
Bat Yam,2,2,0,2,60,4000,apartment,66.67
Bat Yam,2,2,0,10,40,5200,apartment,130
Bat Yam,3,3,0,20,82,8800,apartment,107.32
Bat Yam,3.5,3,1,3,85,5900,apartment,69.41
Bat Yam,4,4,0,3,101,5800,apartment,57.43
Bat Yam,4,4,0,1,95,8500,apartment,89.47
Bat Yam,3,3,0,3,60,4100,apartment,68.33
Bat Yam,3.5,3,1,1,90,5000,apartment,55.56
Bat Yam,2.5,2,1,3,62,4100,apartment,66.13
Bat Yam,3,3,0,1,70,4490,apartment,64.14
Bat Yam,2,2,0,4,45,4300,apartment,95.56
Bat Yam,3.5,3,1,3,85,5300,apartment,62.35
Bat Yam,2.5,2,1,4,81,4800,apartment,59.26
Bat Yam,3.5,3,1,2,95,6000,apartment,63.16
Bat Yam,2.5,2,1,1,75,5400,apartment,72
Bat Yam,3,3,0,5,75,5300,apartment,70.67
Bat Yam,3,3,0,4,75,3700,apartment,49.33
Bat Yam,2.5,2,1,4,60,3600,apartment,60
Bat Yam,4,4,0,4,112,5600,apartment,50
Bat Yam,4.5,4,1,3,117,9300,apartment,79.49
Bat Yam,2,2,0,1,58,3700,apartment,63.79
Bat Yam,3,3,0,3,70,4800,apartment,68.57
Bat Yam,3,3,0,1,97,4500,apartment,46.39
Bat Yam,2.5,2,1,1,52,4200,apartment,80.77
Bat Yam,2,2,0,4,45,4200,apartment,93.33
Bat Yam,3.5,3,1,2,95,7000,apartment,73.68
Bat Yam,4,4,0,15,106,6598,apartment,62.25
Bat Yam,2.5,2,1,3,65,3800,apartment,58.46
Bat Yam,4,4,0,22,117,9000,other,76.92
Bat Yam,3,3,0,2,77,5300,apartment,68.83
Bat Yam,3,3,0,8,93,7300,apartment,78.49
Bat Yam,2.5,2,1,1,50,4200,apartment,84
Bat Yam,3,3,0,1,75,5000,apartment,66.67
Bat Yam,3,3,0,43,90,7800,apartment,86.67
Bat Yam,3,3,0,20,117,8000,apartment,68.38
Bat Yam,3,3,0,2,78,5500,apartment,70.51
Bat Yam,1,1,0,2,30,3300,apartment,110
Bat Yam,3,3,0,12,88,6300,apartment,71.59
Bat Yam,3,3,0,17,120,7800,apartment,65
Bat Yam,5,5,0,10,125,7750,apartment,62
Bat Yam,4,4,0,7,110,16500,penthouse,150
Bat Yam,3.5,3,1,3,85,4200,apartment,49.41
Bat Yam,3,3,0,27,119,9100,other,76.47
Bat Yam,3,3,0,4,76,3800,apartment,50
Bat Yam,2,2,0,9,60,4350,apartment,72.5
Bat Yam,2,2,0,0,65,3500,garden apartment,53.85
Bat Yam,3,3,0,3,75,4900,apartment,65.33
Bat Yam,2,2,0,1,110,5000,garden apartment,45.45
Bat Yam,1,1,0,7,80,5400,apartment,67.5
Bat Yam,5,5,0,13,125,8250,apartment,66
Bat Yam,3,3,0,6,80,5300,apartment,66.25
Bat Yam,3,3,0,2,80,6000,apartment,75
Bat Yam,4,4,0,1,200,5800,penthouse,29
Bat Yam,3.5,3,1,0,999,5000,apartment,5.01
Bat Yam,2.5,2,1,4,60,3600,apartment,60
Bat Yam,3,3,0,3,80,5200,apartment,65
Bat Yam,4,4,0,3,98,5700,apartment,58.16
Bat Yam,3.5,3,1,2,86,3500,apartment,40.7
Bat Yam,3,3,0,4,75,4000,apartment,53.33
Bat Yam,3,3,0,3,65,4200,apartment,64.62
Bat Yam,3.5,3,1,3,74,4850,apartment,65.54
Bat Yam,3,3,0,8,87,7000,apartment,80.46
Bat Yam,3.5,3,1,2,92,5200,apartment,56.52
Bat Yam,1,1,0,0,16,2400,apartment,150
Bat Yam,4.5,4,1,2,130,4800,apartment,36.92
Bat Yam,5,5,0,33,128,8200,apartment,64.06
Bat Yam,3,3,0,0,78,6000,garden apartment,76.92
Bat Yam,4,4,0,4,116,8300,apartment,71.55
Bat Yam,3,3,0,3,73,3850,apartment,52.74
Bat Yam,4,4,0,11,118,9500,other,80.51
Bat Yam,3,3,0,14,91,7000,apartment,76.92
Bat Yam,2.5,2,1,1,65,4900,apartment,75.38
Bat Yam,4,4,0,7,250,19000,penthouse,76
Bat Yam,3,3,0,20,110,8000,apartment,72.73
Bat Yam,2,2,0,16,50,6200,apartment,124
Bat Yam,2.5,2,1,0,50,4300,apartment,86
Bat Yam,4,4,0,3,100,5600,apartment,56
Bat Yam,3,3,0,4,75,4200,apartment,56
Bat Yam,5,5,0,10,130,9000,apartment,69.23
Bat Yam,3,3,0,1,70,5200,apartment,74.29
Bat Yam,2.5,2,1,1,55,3800,apartment,69.09
Bat Yam,3,3,0,1,82,4700,apartment,57.32
Bat Yam,3,3,0,1,65,5300,garden apartment,81.54
Bat Yam,2.5,2,1,0,315,3600,apartment,11.43
Bat Yam,5,5,0,9,145,12000,apartment,82.76
Bat Yam,3.5,3,1,3,80,5600,apartment,70
Bat Yam,3,3,0,0,110,5250,garden apartment,47.73
Bat Yam,1.5,1,1,2,20,3500,other,175
Bat Yam,3.5,3,1,5,87,6000,apartment,68.97
Bat Yam,2.5,2,1,4,65,3800,apartment,58.46
Bat Yam,2,2,0,2,50,3500,apartment,70
Bat Yam,3,3,0,4,60,4200,apartment,70
Bat Yam,1,1,0,1,28,2700,apartment,96.43
Bat Yam,4,4,0,3,100,6800,apartment,68
Bat Yam,2,2,0,2,55,3900,apartment,70.91
Bat Yam,2,2,0,1,40,3500,apartment,87.5
Bat Yam,2,2,0,0,45,4300,house,95.56
Bat Yam,1,1,0,3,100,3000,apartment,30
Bat Yam,5,5,0,10,130,9000,apartment,69.23
Bat Yam,1,1,0,2,18,2700,apartment,150
Bat Yam,3,3,0,3,75,4950,apartment,66
Bat Yam,3,3,0,3,75,4700,apartment,62.67
Bat Yam,2,2,0,7,40,4900,apartment,122.5
Bat Yam,5,5,0,18,200,12000,apartment,60
Bat Yam,5,5,0,39,128,12900,other,100.78
Bat Yam,5,5,0,0,117,9500,apartment,81.2
Bat Yam,2,2,0,1,60,4000,apartment,66.67
Bat Yam,4,4,0,4,100,7200,apartment,72
Bat Yam,3,3,0,2,75,4500,apartment,60
Bat Yam,3.5,3,1,1,80,4800,apartment,60
Bat Yam,4,4,0,1,90,6500,apartment,72.22
Bat Yam,3,3,0,3,75,4300,apartment,57.33
Bat Yam,1.5,1,1,4,30,3200,apartment,106.67
Bat Yam,3,3,0,0,50,3800,apartment,76
Bat Yam,4,4,0,3,95,3000,apartment,31.58
Bat Yam,4,4,0,2,70,5400,apartment,77.14
Bat Yam,3,3,0,2,78,5900,apartment,75.64
Bat Yam,5,5,0,3,142,6190,apartment,43.59
Bat Yam,3,3,0,2,120,8000,apartment,66.67
Bat Yam,3,3,0,4,75,4400,apartment,58.67
Bat Yam,3.5,3,1,4,85,2937,apartment,34.55
Bat Yam,3,3,0,4,87,5800,apartment,66.67
Bat Yam,6,6,0,0,180,8700,garden apartment,48.33
Bat Yam,2,2,0,2,50,4000,apartment,80
Bat Yam,3,3,0,2,70,3900,apartment,55.71
Bat Yam,3,3,0,3,65,2600,apartment,40
Bat Yam,3.5,3,1,3,75,4900,apartment,65.33
Bat Yam,1,1,0,1,35,3700,apartment,105.71
Bat Yam,2,2,0,0,55,4250,apartment,77.27
Bat Yam,2.5,2,1,1,50,3850,apartment,77
Bat Yam,1,1,0,6,61,4700,apartment,77.05
Bat Yam,2.5,2,1,2,70,2500,apartment,35.71
Bat Yam,3,3,0,4,70,6300,apartment,90
Bat Yam,5,5,0,18,138,15500,apartment,112.32
Bat Yam,2,2,0,0,250,4750,garden apartment,19
Bat Yam,4,4,0,8,120,6200,apartment,51.67
Bat Yam,3,3,0,2,75,5100,apartment,68
Bat Yam,4,4,0,1,95,5500,apartment,57.89
Bat Yam,1.5,1,1,1,30,2800,apartment,93.33
Bat Yam,2,2,0,0,56,3450,apartment,61.61
Bat Yam,3,3,0,2,58,4000,apartment,68.97
Bat Yam,2.5,2,1,2,65,4900,apartment,75.38
Bat Yam,2,2,0,1,45,4200,apartment,93.33
Bat Yam,3.5,3,1,3,85,4200,apartment,49.41
Bat Yam,3,3,0,2,80,2700,apartment,33.75
Bat Yam,3,3,0,3,70,5000,apartment,71.43
Bat Yam,4,4,0,5,100,5600,apartment,56
Bat Yam,4.5,4,1,3,340,11000,penthouse,32.35
Bat Yam,4,4,0,2,78,4800,apartment,61.54
Bat Yam,3.5,3,1,2,65,3850,apartment,59.23
Bat Yam,3,3,0,2,84,3000,apartment,35.71
Bat Yam,1,1,0,3,28,3400,housing unit,121.43
Bat Yam,3.5,3,1,1,90,5300,apartment,58.89
Bat Yam,3.5,3,1,1,78,4600,apartment,58.97
Bat Yam,3.5,3,1,2,80,3300,apartment,41.25
Bat Yam,3,3,0,12,95,7300,apartment,76.84
Bat Yam,2.5,2,1,2,75,4300,apartment,57.33
Bat Yam,4,4,0,8,114,11000,apartment,96.49
Bat Yam,2,2,0,0,50,3400,apartment,68
Bat Yam,3,3,0,1,72,4500,apartment,62.5
Bat Yam,4,4,0,4,115,6000,apartment,52.17
Bat Yam,1,1,0,3,60,500,other,8.33
Bat Yam,2.5,2,1,1,40,3500,apartment,87.5
Bat Yam,1,1,0,1,68,3800,apartment,55.88
Bat Yam,3.5,3,1,1,80,5500,apartment,68.75
Bat Yam,3,3,0,1,68,4500,apartment,66.18
Bat Yam,4,4,0,2,95,7000,penthouse,73.68
Bat Yam,4,4,0,6,200,13000,penthouse,65
Bat Yam,4,4,0,4,110,6500,apartment,59.09
Bat Yam,4,4,0,10,120,9500,apartment,79.17
Bat Yam,1,1,0,1,35,2700,apartment,77.14
Bat Yam,2,2,0,3,55,3500,apartment,63.64
Bat Yam,5,5,0,1,100,7200,apartment,72
Bat Yam,4,4,0,4,105,7500,apartment,71.43
Bat Yam,1,1,0,6,30,4500,apartment,150
Bat Yam,4,4,0,30,120,8000,apartment,66.67
Bat Yam,4,4,0,4,110,4900,apartment,44.55
Bat Yam,3,3,0,28,90,7600,apartment,84.44
Bat Yam,3,3,0,3,75,3000,apartment,40
Bat Yam,3,3,0,4,80,6000,apartment,75
Bat Yam,2,2,0,0,48,5000,garden apartment,104.17
Bat Yam,2,2,0,5,45,3900,apartment,86.67
Bat Yam,2,2,0,4,60,3800,apartment,63.33
Bat Yam,2,2,0,1,35,3500,apartment,100
Bat Yam,2.5,2,1,3,60,4000,apartment,66.67
Bat Yam,4,4,0,1,89,5470,apartment,61.46
Bat Yam,3.5,3,1,1,92,5200,apartment,56.52
Bat Yam,2.5,2,1,1,50,3600,apartment,72
Bat Yam,3,3,0,4,70,6000,apartment,85.71
Bat Yam,3,3,0,4,80,4577,apartment,57.21
Bat Yam,4,4,0,1,120,6000,apartment,50
Bat Yam,2.5,2,1,2,50,3200,apartment,64
Bat Yam,3,3,0,7,75,4700,apartment,62.67
Bat Yam,2.5,2,1,1,42,4400,apartment,104.76
Bat Yam,2,2,0,3,43,4000,apartment,93.02
Bat Yam,3,3,0,4,1,4200,apartment,4200
Bat Yam,2,2,0,3,60,3900,apartment,65
Bat Yam,2,2,0,0,45,4000,apartment,88.89
Bat Yam,4,4,0,4,92,7800,apartment,84.78
Bat Yam,3,3,0,4,60,4300,apartment,71.67
Bat Yam,3,3,0,3,92,6000,apartment,65.22
Bat Yam,1,1,0,1,81,4500,apartment,55.56
Bat Yam,4,4,0,4,92,8000,apartment,86.96
Bat Yam,2,2,0,1,60,3300,apartment,55
Bat Yam,3,3,0,3,75,4400,apartment,58.67
Bat Yam,1,1,0,3,30,2950,housing unit,98.33
Bat Yam,3.5,3,1,0,85,5000,apartment,58.82
Bat Yam,5,5,0,20,130,7700,penthouse,59.23
Bat Yam,4.5,4,1,1,90,7250,apartment,80.56
Bat Yam,4,4,0,13,116,7800,apartment,67.24
Bat Yam,3.5,3,1,4,140,6200,penthouse,44.29
Bat Yam,5,5,0,15,170,11000,apartment,64.71
Bat Yam,2,2,0,0,39,4400,garden apartment,112.82
Bat Yam,3,3,0,6,112,8500,apartment,75.89
Bat Yam,1,1,0,1,20,3000,apartment,150
Bat Yam,3.5,3,1,4,75,3700,apartment,49.33
Bat Yam,4,4,0,6,190,11000,apartment,57.89
Bat Yam,3,3,0,2,85,5000,apartment,58.82
Bat Yam,3,3,0,1,70,4250,apartment,60.71
Bat Yam,3,3,0,2,70,4900,apartment,70
Bat Yam,2.5,2,1,1,54,4500,garden apartment,83.33
Bat Yam,3,3,0,2,75,4400,apartment,58.67
Bat Yam,3,3,0,6,107,7250,apartment,67.76
Bat Yam,4,4,0,12,115,8900,apartment,77.39
Bat Yam,3,3,0,1,75,5000,apartment,66.67
Bat Yam,2,2,0,17,42,800,other,19.05
Bat Yam,4,4,0,3,90,5150,apartment,57.22
Bat Yam,3.5,3,1,1,100,6000,apartment,60
Bat Yam,3,3,0,4,78,4000,apartment,51.28
Bat Yam,3.5,3,1,3,90,5000,apartment,55.56
Bat Yam,4,4,0,8,134,8600,apartment,64.18
Bat Yam,3,3,0,1,1,3500,apartment,3500
Bat Yam,4,4,0,20,160,9200,apartment,57.5
Bat Yam,1,1,0,3,80,4600,apartment,57.5
Bat Yam,1.5,1,1,2,48,4200,apartment,87.5
Bat Yam,2,2,0,4,57,4000,apartment,70.18
Bat Yam,5,5,0,1,130,6700,apartment,51.54
Bat Yam,3,3,0,4,90,5400,apartment,60
Bat Yam,4,4,0,29,158,9900,apartment,62.66
Bat Yam,3,3,0,1,80,4500,apartment,56.25
Bat Yam,2,2,0,2,40,3800,apartment,95
Bat Yam,2,2,0,15,150,550,other,3.67
Bat Yam,4,4,0,6,95,6900,apartment,72.63
Bat Yam,4,4,0,27,109,8900,apartment,81.65
Bat Yam,4,4,0,4,95,5600,apartment,58.95
Bat Yam,2,2,0,1,60,4000,apartment,66.67
Bat Yam,4,4,0,7,91,7400,apartment,81.32
Bat Yam,3,3,0,30,103,8000,apartment,77.67
Bat Yam,3,3,0,3,85,4100,apartment,48.24
Bat Yam,2,2,0,5,60,4500,apartment,75
Bat Yam,4,4,0,14,125,7900,other,63.2
Bat Yam,2,2,0,4,55,4200,apartment,76.36
Bat Yam,4,4,0,32,124,10000,apartment,80.65
Bat Yam,5,5,0,5,130,8000,apartment,61.54
Bat Yam,4,4,0,5,160,8000,penthouse,50
Bat Yam,5,5,0,23,125,9000,apartment,72
Bat Yam,5,5,0,0,250,13000,house,52
Bat Yam,4,4,0,2,100,6500,apartment,65
Bat Yam,4.5,4,1,1,95,6500,apartment,68.42
Bat Yam,2.5,2,1,4,58,4300,apartment,74.14
Bat Yam,3.5,3,1,1,120,6800,garden apartment,56.67
Bat Yam,3.5,3,1,4,95,5800,apartment,61.05
Bat Yam,3,3,0,1,72,2800,apartment,38.89
Bat Yam,4,4,0,5,160,8000,penthouse,50
Bat Yam,5,5,0,23,125,9000,apartment,72
Bat Yam,3,3,0,4,68,4100,apartment,60.29
Bat Yam,2.5,2,1,3,70,4500,apartment,64.29
Bat Yam,2.5,2,1,1,70,4000,apartment,57.14
Bat Yam,6,6,0,37,290,21000,penthouse,72.41
Bat Yam,3,3,0,13,83,6600,apartment,79.52
Bat Yam,3.5,3,1,1,85,6000,apartment,70.59
Bat Yam,3.5,3,1,1,78,6500,apartment,83.33
Bat Yam,2,2,0,3,45,3950,apartment,87.78
Bat Yam,3,3,0,2,80,4200,apartment,52.5
Bat Yam,4,4,0,2,110,7000,apartment,63.64
Bat Yam,3,3,0,1,100,5200,apartment,52
Bat Yam,3,3,0,3,95,6500,apartment,68.42
Bat Yam,4,4,0,4,85,5650,apartment,66.47
Bat Yam,3,3,0,0,120,4099,garden apartment,34.16
Bat Yam,3,3,0,27,90,8200,apartment,91.11
Bat Yam,3,3,0,3,90,4500,apartment,50
Bat Yam,3,3,0,2,70,3900,apartment,55.71
Bat Yam,2.5,2,1,0,50,4200,apartment,84
Bat Yam,3,3,0,7,75,5000,apartment,66.67
Bat Yam,3,3,0,3,74,5600,apartment,75.68
Bat Yam,2.5,2,1,2,60,4000,apartment,66.67
Bat Yam,3,3,0,1,57,5900,apartment,103.51
Bat Yam,3,3,0,24,125,8000,apartment,64
Bat Yam,2,2,0,0,59,4000,apartment,67.8
Bat Yam,2,2,0,1,55,3500,apartment,63.64
Bat Yam,3,3,0,3,70,6500,apartment,92.86
Bat Yam,4,4,0,4,95,6500,apartment,68.42
Bat Yam,3,3,0,2,90,4500,apartment,50
Bat Yam,5,5,0,2,210,7200,penthouse,34.29
Bat Yam,4,4,0,2,95,5500,apartment,57.89
Bat Yam,2,2,0,0,60,3799,apartment,63.32
Bat Yam,4,4,0,4,240,6000,penthouse,25
Bat Yam,3,3,0,1,65,4500,apartment,69.23
Bat Yam,2,2,0,0,60,3400,apartment,56.67
Bat Yam,3,3,0,4,70,5600,apartment,80
Bat Yam,3,3,0,2,85,4200,apartment,49.41
Bat Yam,5,5,0,25,1700,9000,apartment,5.29
Bat Yam,2.5,2,1,2,75,4000,apartment,53.33
Bat Yam,2,2,0,4,40,3850,apartment,96.25
Bat Yam,4,4,0,4,80,4900,apartment,61.25
Bat Yam,4,4,0,4,100,315,apartment,3.15
Bat Yam,6,6,0,25,340,24000,other,70.59
Bat Yam,5,5,0,15,125,9350,apartment,74.8
Bat Yam,3,3,0,22,112,8100,apartment,72.32
Bat Yam,3,3,0,1,52,3700,apartment,71.15
Bat Yam,3,3,0,29,94,8200,apartment,87.23
Bat Yam,3.5,3,1,3,75,4400,apartment,58.67
Bat Yam,4,4,0,2,100,6800,apartment,68
Bat Yam,5,5,0,35,165,11500,apartment,69.7
Bat Yam,2.5,2,1,1,70,4700,apartment,67.14
Bat Yam,2,2,0,2,35,3600,apartment,102.86
Bat Yam,2,2,0,3,50,3000,apartment,60
Bat Yam,4,4,0,10,106,7500,apartment,70.75
Bat Yam,3,3,0,2,105,4400,apartment,41.9
Bat Yam,3,3,0,5,96,7200,apartment,75
Bat Yam,3.5,3,1,4,95,5000,apartment,52.63
Bat Yam,5,5,0,14,130,8200,penthouse,63.08
Bat Yam,2.5,2,1,2,55,3500,apartment,63.64
Ashkelon,2,2,0,1,60,2200,apartment,36.67
Ashkelon,4,4,0,5,120,3700,apartment,30.83
Ashkelon,3,3,0,5,90,3500,apartment,38.89
Ashkelon,5,5,0,10,139,5000,apartment,35.97
Ashkelon,4,4,0,2,95,3000,apartment,31.58
Ashkelon,4,4,0,0,85,5500,house,64.71
Ashkelon,4,4,0,5,173,8000,penthouse,46.24
Ashkelon,5,5,0,1,140,4500,apartment,32.14
Ashkelon,4,4,0,6,120,4300,apartment,35.83
Ashkelon,2.5,2,1,1,40,2800,housing unit,70
Ashkelon,5,5,0,9,140,4500,apartment,32.14
Ashkelon,3,3,0,6,86,3800,apartment,44.19
Ashkelon,4,4,0,12,124,4300,apartment,34.68
Ashkelon,4,4,0,3,115,4300,apartment,37.39
Ashkelon,3,3,0,1,55,3000,apartment,54.55
Ashkelon,4,4,0,8,114,4200,apartment,36.84
Ashkelon,4,4,0,1,110,3800,apartment,34.55
Ashkelon,3,3,0,3,92,3800,apartment,41.3
Ashkelon,4,4,0,8,118,4300,apartment,36.44
Ashkelon,2.5,2,1,1,50,2600,apartment,52
Ashkelon,4,4,0,5,115,4000,apartment,34.78
Ashkelon,5,5,0,6,125,4800,apartment,38.4
Ashkelon,4.5,4,1,9,110,6200,apartment,56.36
Ashkelon,6,6,0,0,500,9500,house,19
Ashkelon,4,4,0,8,120,5000,apartment,41.67
Ashkelon,2.5,2,1,0,75,2600,garden apartment,34.67
Ashkelon,2.5,2,1,3,50,3200,apartment,64
Ashkelon,5,5,0,5,127,4200,apartment,33.07
Ashkelon,3,3,0,12,92,3800,apartment,41.3
Ashkelon,4,4,0,10,121,5100,apartment,42.15
Ashkelon,3,3,0,4,92,3500,apartment,38.04
Ashkelon,4,4,0,0,120,4300,apartment,35.83
Ashkelon,3.5,3,1,1,80,3000,apartment,37.5
Ashkelon,4,4,0,1,100,4600,apartment,46
Ashkelon,4,4,0,6,108,3800,apartment,35.19
Ashkelon,2,2,0,0,65,3000,housing unit,46.15
Ashkelon,2,2,0,2,55,3400,apartment,61.82
Ashkelon,6,6,0,8,230,7000,penthouse,30.43
Ashkelon,4.5,4,1,2,106,3300,apartment,31.13
Ashkelon,3,3,0,0,70,2800,apartment,40
