actual,predicted,datetime,hour_of_year,hour_of_week
2.398333333333333,2.4602127,2017-01-01 00:00:00+00:00,24,144
2.283333333333333,2.3517773,2017-01-01 01:00:00+00:00,25,145
2.2266666666666666,2.2862666,2017-01-01 02:00:00+00:00,26,146
2.1866666666666665,2.2308688,2017-01-01 03:00:00+00:00,27,147
2.1466666666666665,2.2211573,2017-01-01 04:00:00+00:00,28,148
2.143333333333333,2.2224102,2017-01-01 05:00:00+00:00,29,149
2.1733333333333333,2.2388692,2017-01-01 06:00:00+00:00,30,150
2.2216666666666667,2.1739652,2017-01-01 07:00:00+00:00,31,151
2.2516666666666665,2.2115886,2017-01-01 08:00:00+00:00,32,152
2.2616666666666667,2.304031,2017-01-01 09:00:00+00:00,33,153
2.345,2.4394603,2017-01-01 10:00:00+00:00,34,154
2.355,2.4928508,2017-01-01 11:00:00+00:00,35,155
2.3716666666666666,2.4893017,2017-01-01 12:00:00+00:00,36,156
2.3966666666666665,2.52021,2017-01-01 13:00:00+00:00,37,157
2.39,2.494899,2017-01-01 14:00:00+00:00,38,158
2.3633333333333333,2.4780369,2017-01-01 15:00:00+00:00,39,159
2.341666666666667,2.488775,2017-01-01 16:00:00+00:00,40,160
2.41,2.577244,2017-01-01 17:00:00+00:00,41,161
2.595,2.6177804,2017-01-01 18:00:00+00:00,42,162
2.62,2.6610863,2017-01-01 19:00:00+00:00,43,163
2.6083333333333334,2.6247244,2017-01-01 20:00:00+00:00,44,164
2.585,2.6162639,2017-01-01 21:00:00+00:00,45,165
2.5,2.6111763,2017-01-01 22:00:00+00:00,46,166
2.4066666666666667,2.5384846,2017-01-01 23:00:00+00:00,47,167
2.296666666666667,2.49565,2017-01-02 00:00:00+00:00,48,0
2.1933333333333334,2.3966374,2017-01-02 01:00:00+00:00,49,1
2.1133333333333333,2.3572836,2017-01-02 02:00:00+00:00,50,2
2.078333333333333,2.335044,2017-01-02 03:00:00+00:00,51,3
2.066666666666667,2.3305733,2017-01-02 04:00:00+00:00,52,4
2.091666666666667,2.3470297,2017-01-02 05:00:00+00:00,53,5
2.145,2.352547,2017-01-02 06:00:00+00:00,54,6
2.21,2.4706752,2017-01-02 07:00:00+00:00,55,7
2.295,2.5173364,2017-01-02 08:00:00+00:00,56,8
2.3366666666666664,2.6118507,2017-01-02 09:00:00+00:00,57,9
2.4066666666666667,2.678382,2017-01-02 10:00:00+00:00,58,10
2.4616666666666664,2.7500575,2017-01-02 11:00:00+00:00,59,11
2.4966666666666666,2.765199,2017-01-02 12:00:00+00:00,60,12
2.5016666666666665,2.8230908,2017-01-02 13:00:00+00:00,61,13
2.498333333333333,2.8212512,2017-01-02 14:00:00+00:00,62,14
2.498333333333333,2.8129926,2017-01-02 15:00:00+00:00,63,15
2.5033333333333334,2.8108726,2017-01-02 16:00:00+00:00,64,16
2.575,2.8437505,2017-01-02 17:00:00+00:00,65,17
2.73,2.8701735,2017-01-02 18:00:00+00:00,66,18
2.7133333333333334,2.9395776,2017-01-02 19:00:00+00:00,67,19
2.695,2.9395776,2017-01-02 20:00:00+00:00,68,20
2.618333333333333,2.9203799,2017-01-02 21:00:00+00:00,69,21
2.53,2.8928072,2017-01-02 22:00:00+00:00,70,22
2.3916666666666666,2.6973212,2017-01-02 23:00:00+00:00,71,23
2.2333333333333334,2.6633687,2017-01-03 00:00:00+00:00,72,24
2.131666666666667,2.5461473,2017-01-03 01:00:00+00:00,73,25
2.0683333333333334,2.4558864,2017-01-03 02:00:00+00:00,74,26
2.045,2.4309754,2017-01-03 03:00:00+00:00,75,27
2.0416666666666665,2.4242516,2017-01-03 04:00:00+00:00,76,28
2.075,2.3466601,2017-01-03 05:00:00+00:00,77,29
2.21,2.4644663,2017-01-03 06:00:00+00:00,78,30
2.441666666666667,2.7293813,2017-01-03 07:00:00+00:00,79,31
2.598333333333333,2.8438675,2017-01-03 08:00:00+00:00,80,32
2.625,2.958175,2017-01-03 09:00:00+00:00,81,33
2.651666666666667,2.9421928,2017-01-03 10:00:00+00:00,82,34
2.73,2.9557204,2017-01-03 11:00:00+00:00,83,35
2.72,2.9557204,2017-01-03 12:00:00+00:00,84,36
2.728333333333333,3.0485225,2017-01-03 13:00:00+00:00,85,37
2.708333333333333,3.0378883,2017-01-03 14:00:00+00:00,86,38
2.703333333333333,3.0367122,2017-01-03 15:00:00+00:00,87,39
2.723333333333333,3.036253,2017-01-03 16:00:00+00:00,88,40
2.7666666666666666,3.0397923,2017-01-03 17:00:00+00:00,89,41
2.8233333333333333,3.0696642,2017-01-03 18:00:00+00:00,90,42
2.84,3.1024122,2017-01-03 19:00:00+00:00,91,43
2.776666666666667,3.1280282,2017-01-03 20:00:00+00:00,92,44
2.6983333333333333,3.1066184,2017-01-03 21:00:00+00:00,93,45
2.6083333333333334,3.0324187,2017-01-03 22:00:00+00:00,94,46
2.441666666666667,2.8108385,2017-01-03 23:00:00+00:00,95,47
2.315,2.6563244,2017-01-04 00:00:00+00:00,96,48
2.191666666666667,2.5306175,2017-01-04 01:00:00+00:00,97,49
2.138333333333333,2.4886029,2017-01-04 02:00:00+00:00,98,50
2.1216666666666666,2.4523888,2017-01-04 03:00:00+00:00,99,51
2.103333333333333,2.4483192,2017-01-04 04:00:00+00:00,100,52
2.148333333333333,2.4745638,2017-01-04 05:00:00+00:00,101,53
2.315,2.4891255,2017-01-04 06:00:00+00:00,102,54
2.523333333333333,2.7540405,2017-01-04 07:00:00+00:00,103,55
2.708333333333333,2.8602798,2017-01-04 08:00:00+00:00,104,56
2.7533333333333334,2.9745872,2017-01-04 09:00:00+00:00,105,57
2.795,2.959198,2017-01-04 10:00:00+00:00,106,58
2.816666666666667,2.9631515,2017-01-04 11:00:00+00:00,107,59
2.8216666666666668,2.9874332,2017-01-04 12:00:00+00:00,108,60
2.8,3.0072262,2017-01-04 13:00:00+00:00,109,61
2.8016666666666667,3.0053866,2017-01-04 14:00:00+00:00,110,62
2.81,3.0192146,2017-01-04 15:00:00+00:00,111,63
2.806666666666666,3.0187554,2017-01-04 16:00:00+00:00,112,64
2.881666666666667,3.0576918,2017-01-04 17:00:00+00:00,113,65
3.0883333333333334,3.185479,2017-01-04 18:00:00+00:00,114,66
3.1416666666666666,3.2101765,2017-01-04 19:00:00+00:00,115,67
3.1283333333333334,3.210403,2017-01-04 20:00:00+00:00,116,68
3.0683333333333334,3.2340875,2017-01-04 21:00:00+00:00,117,69
2.9566666666666666,3.1547613,2017-01-04 22:00:00+00:00,118,70
2.805,3.0017228,2017-01-04 23:00:00+00:00,119,71
2.683333333333333,2.8524477,2017-01-05 00:00:00+00:00,120,72
2.563333333333333,2.753993,2017-01-05 01:00:00+00:00,121,73
2.4916666666666667,2.661277,2017-01-05 02:00:00+00:00,122,74
2.4466666666666668,2.659702,2017-01-05 03:00:00+00:00,123,75
2.4566666666666666,2.6557336,2017-01-05 04:00:00+00:00,124,76
2.515,2.6682022,2017-01-05 05:00:00+00:00,125,77
2.6566666666666667,2.7589383,2017-01-05 06:00:00+00:00,126,78
2.8783333333333334,2.9817178,2017-01-05 07:00:00+00:00,127,79
3.0283333333333333,3.0785143,2017-01-05 08:00:00+00:00,128,80
3.055,3.1936364,2017-01-05 09:00:00+00:00,129,81
3.0683333333333334,3.2071056,2017-01-05 10:00:00+00:00,130,82
3.075,3.2334938,2017-01-05 11:00:00+00:00,131,83
3.0883333333333334,3.2334938,2017-01-05 12:00:00+00:00,132,84
3.083333333333333,3.2334938,2017-01-05 13:00:00+00:00,133,85
3.08,3.2316542,2017-01-05 14:00:00+00:00,134,86
3.0883333333333334,3.2278755,2017-01-05 15:00:00+00:00,135,87
3.0933333333333333,3.2005703,2017-01-05 16:00:00+00:00,136,88
3.123333333333333,3.2352815,2017-01-05 17:00:00+00:00,137,89
3.243333333333333,3.3971782,2017-01-05 18:00:00+00:00,138,90
3.275,3.4218757,2017-01-05 19:00:00+00:00,139,91
3.223333333333333,3.3793867,2017-01-05 20:00:00+00:00,140,92
3.17,3.3949966,2017-01-05 21:00:00+00:00,141,93
3.035,3.281496,2017-01-05 22:00:00+00:00,142,94
2.8783333333333334,3.097163,2017-01-05 23:00:00+00:00,143,95
2.72,2.8824797,2017-01-06 00:00:00+00:00,144,96
2.6016666666666666,2.7538357,2017-01-06 01:00:00+00:00,145,97
2.536666666666666,2.683227,2017-01-06 02:00:00+00:00,146,98
2.55,2.6658406,2017-01-06 03:00:00+00:00,147,99
2.53,2.6618721,2017-01-06 04:00:00+00:00,148,100
2.61,2.673606,2017-01-06 05:00:00+00:00,149,101
2.725,2.819572,2017-01-06 06:00:00+00:00,150,102
2.94,3.0203319,2017-01-06 07:00:00+00:00,151,103
3.0883333333333334,3.1512356,2017-01-06 08:00:00+00:00,152,104
3.118333333333333,3.2436085,2017-01-06 09:00:00+00:00,153,105
3.1266666666666665,3.2833705,2017-01-06 10:00:00+00:00,154,106
3.1566666666666667,3.3588653,2017-01-06 11:00:00+00:00,155,107
3.138333333333333,3.3886328,2017-01-06 12:00:00+00:00,156,108
3.13,3.3886328,2017-01-06 13:00:00+00:00,157,109
3.1083333333333334,3.382508,2017-01-06 14:00:00+00:00,158,110
3.07,3.2738218,2017-01-06 15:00:00+00:00,159,111
3.0516666666666667,3.2940438,2017-01-06 16:00:00+00:00,160,112
3.083333333333333,3.262338,2017-01-06 17:00:00+00:00,161,113
3.23,3.3867915,2017-01-06 18:00:00+00:00,162,114
3.2666666666666666,3.4131567,2017-01-06 19:00:00+00:00,163,115
3.2416666666666667,3.4090862,2017-01-06 20:00:00+00:00,164,116
3.203333333333333,3.3739147,2017-01-06 21:00:00+00:00,165,117
3.1,3.2921746,2017-01-06 22:00:00+00:00,166,118
2.97,3.1887124,2017-01-06 23:00:00+00:00,167,119
2.841666666666667,2.9640741,2017-01-07 00:00:00+00:00,168,120
2.745,2.8298411,2017-01-07 01:00:00+00:00,169,121
2.6566666666666667,2.8832612,2017-01-07 02:00:00+00:00,170,122
2.64,2.842432,2017-01-07 03:00:00+00:00,171,123
2.648333333333333,2.8384635,2017-01-07 04:00:00+00:00,172,124
2.6533333333333333,2.8766942,2017-01-07 05:00:00+00:00,173,125
2.688333333333333,2.9271905,2017-01-07 06:00:00+00:00,174,126
2.7783333333333333,2.9560764,2017-01-07 07:00:00+00:00,175,127
2.86,2.9820724,2017-01-07 08:00:00+00:00,176,128
2.9233333333333333,3.0089626,2017-01-07 09:00:00+00:00,177,129
2.998333333333333,3.019872,2017-01-07 10:00:00+00:00,178,130
3.013333333333333,3.022944,2017-01-07 11:00:00+00:00,179,131
3.0166666666666666,3.0260403,2017-01-07 12:00:00+00:00,180,132
2.9916666666666667,3.0260403,2017-01-07 13:00:00+00:00,181,133
2.9683333333333333,3.0142465,2017-01-07 14:00:00+00:00,182,134
2.985,3.0078595,2017-01-07 15:00:00+00:00,183,135
2.986666666666667,2.9435315,2017-01-07 16:00:00+00:00,184,136
3.02,2.9892795,2017-01-07 17:00:00+00:00,185,137
3.171666666666667,3.1724586,2017-01-07 18:00:00+00:00,186,138
3.23,3.2203212,2017-01-07 19:00:00+00:00,187,139
3.2,3.2192273,2017-01-07 20:00:00+00:00,188,140
3.18,3.1993256,2017-01-07 21:00:00+00:00,189,141
3.118333333333333,3.1521192,2017-01-07 22:00:00+00:00,190,142
3.005,3.034332,2017-01-07 23:00:00+00:00,191,143
2.8916666666666666,2.8959508,2017-01-08 00:00:00+00:00,192,144
2.786666666666666,2.7701967,2017-01-08 01:00:00+00:00,193,145
2.716666666666667,2.698157,2017-01-08 02:00:00+00:00,194,146
2.66,2.6643445,2017-01-08 03:00:00+00:00,195,147
2.6733333333333333,2.654633,2017-01-08 04:00:00+00:00,196,148
2.678333333333333,2.6603246,2017-01-08 05:00:00+00:00,197,149
2.735,2.683879,2017-01-08 06:00:00+00:00,198,150
2.795,2.742891,2017-01-08 07:00:00+00:00,199,151
2.89,2.7902288,2017-01-08 08:00:00+00:00,200,152
2.938333333333333,2.84966,2017-01-08 09:00:00+00:00,201,153
3.006666666666667,2.8968012,2017-01-08 10:00:00+00:00,202,154
3.036666666666666,2.9194481,2017-01-08 11:00:00+00:00,203,155
3.053333333333333,2.928835,2017-01-08 12:00:00+00:00,204,156
3.0616666666666665,2.928835,2017-01-08 13:00:00+00:00,205,157
3.045,2.9385293,2017-01-08 14:00:00+00:00,206,158
3.053333333333333,2.8927758,2017-01-08 15:00:00+00:00,207,159
3.0516666666666667,2.92126,2017-01-08 16:00:00+00:00,208,160
3.1016666666666666,2.971989,2017-01-08 17:00:00+00:00,209,161
3.256666666666667,3.176068,2017-01-08 18:00:00+00:00,210,162
3.2783333333333333,3.2287238,2017-01-08 19:00:00+00:00,211,163
3.268333333333333,3.22763,2017-01-08 20:00:00+00:00,212,164
3.2183333333333333,3.2155302,2017-01-08 21:00:00+00:00,213,165
3.1766666666666667,3.178606,2017-01-08 22:00:00+00:00,214,166
3.026666666666667,3.067475,2017-01-08 23:00:00+00:00,215,167
2.88,2.9563358,2017-01-09 00:00:00+00:00,216,0
2.8016666666666667,2.8488216,2017-01-09 01:00:00+00:00,217,1
2.755,2.8857694,2017-01-09 02:00:00+00:00,218,2
2.736666666666667,2.867984,2017-01-09 03:00:00+00:00,219,3
2.7383333333333333,2.8778205,2017-01-09 04:00:00+00:00,220,4
2.786666666666666,2.8942769,2017-01-09 05:00:00+00:00,221,5
2.8966666666666665,3.0553582,2017-01-09 06:00:00+00:00,222,6
3.111666666666667,3.3009417,2017-01-09 07:00:00+00:00,223,7
3.248333333333333,3.3380477,2017-01-09 08:00:00+00:00,224,8
3.2883333333333336,3.3624723,2017-01-09 09:00:00+00:00,225,9
3.3383333333333334,3.3174806,2017-01-09 10:00:00+00:00,226,10
3.353333333333333,3.3424838,2017-01-09 11:00:00+00:00,227,11
3.3466666666666667,3.307628,2017-01-09 12:00:00+00:00,228,12
3.306666666666666,3.307628,2017-01-09 13:00:00+00:00,229,13
3.24,3.3057883,2017-01-09 14:00:00+00:00,230,14
3.16,3.2951932,2017-01-09 15:00:00+00:00,231,15
3.131666666666667,3.2593749,2017-01-09 16:00:00+00:00,232,16
3.1566666666666667,3.2515862,2017-01-09 17:00:00+00:00,233,17
3.29,3.3593612,2017-01-09 18:00:00+00:00,234,18
3.306666666666666,3.338354,2017-01-09 19:00:00+00:00,235,19
3.2533333333333334,3.285484,2017-01-09 20:00:00+00:00,236,20
3.181666666666666,3.2455325,2017-01-09 21:00:00+00:00,237,21
3.0416666666666665,3.1731677,2017-01-09 22:00:00+00:00,238,22
2.8866666666666667,3.0026472,2017-01-09 23:00:00+00:00,239,23
2.7116666666666664,2.7929356,2017-01-10 00:00:00+00:00,240,24
2.5883333333333334,2.6873116,2017-01-10 01:00:00+00:00,241,25
2.5216666666666665,2.5689945,2017-01-10 02:00:00+00:00,242,26
2.473333333333333,2.5543637,2017-01-10 03:00:00+00:00,243,27
2.473333333333333,2.6163297,2017-01-10 04:00:00+00:00,244,28
2.498333333333333,2.5663495,2017-01-10 05:00:00+00:00,245,29
2.645,2.6855476,2017-01-10 06:00:00+00:00,246,30
2.853333333333333,2.9186885,2017-01-10 07:00:00+00:00,247,31
2.9833333333333334,3.0493426,2017-01-10 08:00:00+00:00,248,32
2.9883333333333333,3.0605202,2017-01-10 09:00:00+00:00,249,33
3.01,3.059445,2017-01-10 10:00:00+00:00,250,34
3.026666666666667,3.117816,2017-01-10 11:00:00+00:00,251,35
3.05,3.116531,2017-01-10 12:00:00+00:00,252,36
3.036666666666666,3.116531,2017-01-10 13:00:00+00:00,253,37
3.015,3.0812964,2017-01-10 14:00:00+00:00,254,38
2.97,3.0322018,2017-01-10 15:00:00+00:00,255,39
2.953333333333333,3.0317426,2017-01-10 16:00:00+00:00,256,40
2.993333333333333,3.0455518,2017-01-10 17:00:00+00:00,257,41
3.0866666666666664,3.1534653,2017-01-10 18:00:00+00:00,258,42
3.0283333333333333,3.1557763,2017-01-10 19:00:00+00:00,259,43
2.965,3.115886,2017-01-10 20:00:00+00:00,260,44
2.8766666666666665,3.058318,2017-01-10 21:00:00+00:00,261,45
2.736666666666667,2.9115999,2017-01-10 22:00:00+00:00,262,46
2.556666666666666,2.7049503,2017-01-10 23:00:00+00:00,263,47
2.418333333333333,2.5472205,2017-01-11 00:00:00+00:00,264,48
2.29,2.4215136,2017-01-11 01:00:00+00:00,265,49
2.2016666666666667,2.372664,2017-01-11 02:00:00+00:00,266,50
2.181666666666666,2.3432848,2017-01-11 03:00:00+00:00,267,51
2.161666666666666,2.3356297,2017-01-11 04:00:00+00:00,268,52
2.2116666666666664,2.3468525,2017-01-11 05:00:00+00:00,269,53
2.3433333333333333,2.444707,2017-01-11 06:00:00+00:00,270,54
2.5616666666666665,2.7126956,2017-01-11 07:00:00+00:00,271,55
2.7266666666666666,2.820341,2017-01-11 08:00:00+00:00,272,56
2.748333333333333,2.949046,2017-01-11 09:00:00+00:00,273,57
2.745,2.9271445,2017-01-11 10:00:00+00:00,274,58
2.7583333333333333,2.9498062,2017-01-11 11:00:00+00:00,275,59
2.75,2.957898,2017-01-11 12:00:00+00:00,276,60
2.703333333333333,2.961856,2017-01-11 13:00:00+00:00,277,61
2.691666666666667,2.98034,2017-01-11 14:00:00+00:00,278,62
2.62,2.9590101,2017-01-11 15:00:00+00:00,279,63
2.62,2.9346454,2017-01-11 16:00:00+00:00,280,64
2.6733333333333333,2.936951,2017-01-11 17:00:00+00:00,281,65
2.8,2.9660704,2017-01-11 18:00:00+00:00,282,66
2.816666666666667,2.9640296,2017-01-11 19:00:00+00:00,283,67
2.76,2.964256,2017-01-11 20:00:00+00:00,284,68
2.716666666666667,2.9413023,2017-01-11 21:00:00+00:00,285,69
2.598333333333333,2.8365357,2017-01-11 22:00:00+00:00,286,70
2.45,2.6393178,2017-01-11 23:00:00+00:00,287,71
2.2916666666666665,2.541146,2017-01-12 00:00:00+00:00,288,72
2.191666666666667,2.4304326,2017-01-12 01:00:00+00:00,289,73
2.12,2.371311,2017-01-12 02:00:00+00:00,290,74
2.078333333333333,2.3426936,2017-01-12 03:00:00+00:00,291,75
2.083333333333333,2.3443737,2017-01-12 04:00:00+00:00,292,76
2.1216666666666666,2.2052073,2017-01-12 05:00:00+00:00,293,77
2.228333333333333,2.2969143,2017-01-12 06:00:00+00:00,294,78
2.455,2.5777657,2017-01-12 07:00:00+00:00,295,79
2.595,2.7322795,2017-01-12 08:00:00+00:00,296,80
2.625,2.846587,2017-01-12 09:00:00+00:00,297,81
2.635,2.8620648,2017-01-12 10:00:00+00:00,298,82
2.6466666666666665,2.9931946,2017-01-12 11:00:00+00:00,299,83
2.668333333333333,2.9931946,2017-01-12 12:00:00+00:00,300,84
2.683333333333333,2.9931946,2017-01-12 13:00:00+00:00,301,85
2.685,2.9646657,2017-01-12 14:00:00+00:00,302,86
2.6533333333333333,2.8656952,2017-01-12 15:00:00+00:00,303,87
2.648333333333333,2.839578,2017-01-12 16:00:00+00:00,304,88
2.6983333333333333,2.8355527,2017-01-12 17:00:00+00:00,305,89
2.7466666666666666,2.8521857,2017-01-12 18:00:00+00:00,306,90
2.7416666666666667,2.843099,2017-01-12 19:00:00+00:00,307,91
2.6933333333333334,2.8144329,2017-01-12 20:00:00+00:00,308,92
2.6566666666666667,2.8315852,2017-01-12 21:00:00+00:00,309,93
2.5483333333333333,2.768519,2017-01-12 22:00:00+00:00,310,94
2.43,2.6295166,2017-01-12 23:00:00+00:00,311,95
2.28,2.5343924,2017-01-13 00:00:00+00:00,312,96
2.185,2.4185915,2017-01-13 01:00:00+00:00,313,97
2.161666666666666,2.3665774,2017-01-13 02:00:00+00:00,314,98
2.14,2.3306863,2017-01-13 03:00:00+00:00,315,99
2.1366666666666667,2.3642597,2017-01-13 04:00:00+00:00,316,100
2.225,2.404795,2017-01-13 05:00:00+00:00,317,101
2.348333333333333,2.531972,2017-01-13 06:00:00+00:00,318,102
2.5766666666666667,2.721807,2017-01-13 07:00:00+00:00,319,103
2.75,2.8306892,2017-01-13 08:00:00+00:00,320,104
2.7716666666666665,2.9449966,2017-01-13 09:00:00+00:00,321,105
2.816666666666667,3.0001485,2017-01-13 10:00:00+00:00,322,106
2.8316666666666666,2.9983032,2017-01-13 11:00:00+00:00,323,107
2.768333333333333,2.9983032,2017-01-13 12:00:00+00:00,324,108
2.773333333333333,3.0463917,2017-01-13 13:00:00+00:00,325,109
2.7466666666666666,3.040267,2017-01-13 14:00:00+00:00,326,110
2.7216666666666667,3.0256476,2017-01-13 15:00:00+00:00,327,111
2.7216666666666667,2.9619968,2017-01-13 16:00:00+00:00,328,112
2.7533333333333334,2.9817626,2017-01-13 17:00:00+00:00,329,113
2.8783333333333334,3.0715585,2017-01-13 18:00:00+00:00,330,114
2.875,3.0727966,2017-01-13 19:00:00+00:00,331,115
2.8466666666666667,3.0938532,2017-01-13 20:00:00+00:00,332,116
2.8016666666666667,3.056126,2017-01-13 21:00:00+00:00,333,117
2.72,2.9921975,2017-01-13 22:00:00+00:00,334,118
2.6133333333333333,2.824738,2017-01-13 23:00:00+00:00,335,119
2.4633333333333334,2.6463678,2017-01-14 00:00:00+00:00,336,120
2.355,2.56063,2017-01-14 01:00:00+00:00,337,121
2.305,2.4590993,2017-01-14 02:00:00+00:00,338,122
2.3,2.421604,2017-01-14 03:00:00+00:00,339,123
2.273333333333333,2.4176354,2017-01-14 04:00:00+00:00,340,124
2.2916666666666665,2.421054,2017-01-14 05:00:00+00:00,341,125
2.3433333333333333,2.4981587,2017-01-14 06:00:00+00:00,342,126
2.41,2.560982,2017-01-14 07:00:00+00:00,343,127
2.493333333333333,2.6200588,2017-01-14 08:00:00+00:00,344,128
2.565,2.7164977,2017-01-14 09:00:00+00:00,345,129
2.66,2.7818537,2017-01-14 10:00:00+00:00,346,130
2.736666666666667,2.7878444,2017-01-14 11:00:00+00:00,347,131
2.7016666666666667,2.7909408,2017-01-14 12:00:00+00:00,348,132
2.691666666666667,2.7909408,2017-01-14 13:00:00+00:00,349,133
2.651666666666667,2.7646415,2017-01-14 14:00:00+00:00,350,134
2.635,2.7603974,2017-01-14 15:00:00+00:00,351,135
2.6466666666666665,2.7450523,2017-01-14 16:00:00+00:00,352,136
2.678333333333333,2.7660975,2017-01-14 17:00:00+00:00,353,137
2.813333333333333,2.9235723,2017-01-14 18:00:00+00:00,354,138
2.803333333333333,2.884592,2017-01-14 19:00:00+00:00,355,139
2.77,2.8849413,2017-01-14 20:00:00+00:00,356,140
2.7183333333333333,2.8650396,2017-01-14 21:00:00+00:00,357,141
2.668333333333333,2.833487,2017-01-14 22:00:00+00:00,358,142
2.5483333333333333,2.6667595,2017-01-14 23:00:00+00:00,359,143
2.4266666666666667,2.4973886,2017-01-15 00:00:00+00:00,360,144
2.3316666666666666,2.3785944,2017-01-15 01:00:00+00:00,361,145
2.285,2.3638391,2017-01-15 02:00:00+00:00,362,146
2.2783333333333333,2.3221605,2017-01-15 03:00:00+00:00,363,147
2.248333333333333,2.312449,2017-01-15 04:00:00+00:00,364,148
2.265,2.3137019,2017-01-15 05:00:00+00:00,365,149
2.308333333333333,2.3327758,2017-01-15 06:00:00+00:00,366,150
2.3766666666666665,2.3061066,2017-01-15 07:00:00+00:00,367,151
2.445,2.374416,2017-01-15 08:00:00+00:00,368,152
2.5083333333333333,2.5629225,2017-01-15 09:00:00+00:00,369,153
2.566666666666667,2.6889005,2017-01-15 10:00:00+00:00,370,154
2.578333333333333,2.714466,2017-01-15 11:00:00+00:00,371,155
2.5733333333333333,2.7453697,2017-01-15 12:00:00+00:00,372,156
2.58,2.7637708,2017-01-15 13:00:00+00:00,373,157
2.5733333333333333,2.755064,2017-01-15 14:00:00+00:00,374,158
2.575,2.7424603,2017-01-15 15:00:00+00:00,375,159
2.558333333333333,2.7376149,2017-01-15 16:00:00+00:00,376,160
2.6083333333333334,2.7834692,2017-01-15 17:00:00+00:00,377,161
2.765,2.9158258,2017-01-15 18:00:00+00:00,378,162
2.813333333333333,2.9827437,2017-01-15 19:00:00+00:00,379,163
2.806666666666666,2.8962502,2017-01-15 20:00:00+00:00,380,164
2.776666666666667,2.8841505,2017-01-15 21:00:00+00:00,381,165
2.675,2.865038,2017-01-15 22:00:00+00:00,382,166
2.5966666666666667,2.7810485,2017-01-15 23:00:00+00:00,383,167
2.5166666666666666,2.5815697,2017-01-16 00:00:00+00:00,384,0
2.45,2.514621,2017-01-16 01:00:00+00:00,385,1
2.3716666666666666,2.517668,2017-01-16 02:00:00+00:00,386,2
2.34,2.4954283,2017-01-16 03:00:00+00:00,387,3
2.328333333333333,2.4825256,2017-01-16 04:00:00+00:00,388,4
2.3716666666666666,2.5106866,2017-01-16 05:00:00+00:00,389,5
2.475,2.5471249,2017-01-16 06:00:00+00:00,390,6
2.615,2.768642,2017-01-16 07:00:00+00:00,391,7
2.7816666666666667,2.8915682,2017-01-16 08:00:00+00:00,392,8
2.8316666666666666,2.9543986,2017-01-16 09:00:00+00:00,393,9
2.895,2.9533234,2017-01-16 10:00:00+00:00,394,10
2.928333333333333,2.9839633,2017-01-16 11:00:00+00:00,395,11
2.93,2.9839633,2017-01-16 12:00:00+00:00,396,12
2.87,2.9729395,2017-01-16 13:00:00+00:00,397,13
2.8866666666666667,2.955009,2017-01-16 14:00:00+00:00,398,14
2.8433333333333333,2.9421265,2017-01-16 15:00:00+00:00,399,15
2.83,2.9400065,2017-01-16 16:00:00+00:00,400,16
2.873333333333333,2.9460645,2017-01-16 17:00:00+00:00,401,17
2.9633333333333334,3.0292997,2017-01-16 18:00:00+00:00,402,18
2.9883333333333333,3.0118177,2017-01-16 19:00:00+00:00,403,19
2.8966666666666665,2.991494,2017-01-16 20:00:00+00:00,404,20
2.8633333333333333,2.9648478,2017-01-16 21:00:00+00:00,405,21
2.7416666666666667,2.945575,2017-01-16 22:00:00+00:00,406,22
2.56,2.7576141,2017-01-16 23:00:00+00:00,407,23
2.425,2.5929515,2017-01-17 00:00:00+00:00,408,24
2.33,2.455798,2017-01-17 01:00:00+00:00,409,25
2.2466666666666666,2.4073582,2017-01-17 02:00:00+00:00,410,26
2.2066666666666666,2.3810227,2017-01-17 03:00:00+00:00,411,27
2.203333333333333,2.376552,2017-01-17 04:00:00+00:00,412,28
2.248333333333333,2.385085,2017-01-17 05:00:00+00:00,413,29
2.3833333333333333,2.5028913,2017-01-17 06:00:00+00:00,414,30
2.565,2.6927264,2017-01-17 07:00:00+00:00,415,31
2.683333333333333,2.8111706,2017-01-17 08:00:00+00:00,416,32
2.705,2.9223592,2017-01-17 09:00:00+00:00,417,33
2.73,2.9320602,2017-01-17 10:00:00+00:00,418,34
2.7383333333333333,2.9468205,2017-01-17 11:00:00+00:00,419,35
2.74,2.9485326,2017-01-17 12:00:00+00:00,420,36
2.708333333333333,2.9485326,2017-01-17 13:00:00+00:00,421,37
2.7016666666666667,2.9481132,2017-01-17 14:00:00+00:00,422,38
2.6566666666666667,2.946937,2017-01-17 15:00:00+00:00,423,39
2.62,2.9332457,2017-01-17 16:00:00+00:00,424,40
2.6633333333333336,2.8815506,2017-01-17 17:00:00+00:00,425,41
2.7183333333333333,2.884917,2017-01-17 18:00:00+00:00,426,42
2.7333333333333334,2.8680513,2017-01-17 19:00:00+00:00,427,43
2.6766666666666667,2.8651998,2017-01-17 20:00:00+00:00,428,44
2.605,2.84494,2017-01-17 21:00:00+00:00,429,45
2.485,2.7590818,2017-01-17 22:00:00+00:00,430,46
2.3216666666666668,2.5561988,2017-01-17 23:00:00+00:00,431,47
2.185,2.3708875,2017-01-18 00:00:00+00:00,432,48
2.091666666666667,2.3168397,2017-01-18 01:00:00+00:00,433,49
2.053333333333333,2.3559365,2017-01-18 02:00:00+00:00,434,50
2.023333333333333,2.3477917,2017-01-18 03:00:00+00:00,435,51
