year,week,temp_mean,temp_min,temp_max,cold_hours,hot_hours,activity_level,activity_level_label,season
2015,36,23.860021235452404,17.920000000000016,31.02000000000004,0,66,1,Minimal,2014-15
2015,37,19.956130952380974,9.810000000000002,31.99000000000001,1,30,1,Minimal,2014-15
2015,38,18.042883806101216,8.720000000000027,27.74000000000001,12,30,1,Minimal,2014-15
2015,39,17.60773664826193,10.060000000000002,26.129999999999995,0,4,1,Minimal,2014-15
2015,40,14.183607386267884,6.0400000000000205,21.650000000000034,28,0,1,Minimal,2015-16
2015,41,14.688674954952406,3.82000000000005,23.460000000000036,30,0,1,Minimal,2015-16
2015,42,10.026414057636927,0.29000000000002046,22.33000000000004,81,0,1,Minimal,2015-16
2015,43,12.294907226577404,-2.819999999999993,21.760000000000048,50,0,1,Minimal,2015-16
2015,44,10.0889373195444,0.793666667000025,17.680000000000007,77,0,1,Minimal,2015-16
2015,45,13.179605973845261,0.4500000000000455,24.29000000000002,61,0,1,Minimal,2015-16
2015,46,7.880544052386927,-1.7399999999999523,17.58000000000004,114,0,1,Minimal,2015-16
2015,47,8.59429318389883,-3.3364120879999746,17.99000000000001,92,0,1,Minimal,2015-16
2015,48,6.08275799564288,-9.520135619999962,18.010000000000048,119,0,1,Minimal,2015-16
2015,49,4.028115361547641,-5.3182412249999516,13.710000000000036,156,0,2,Minimal,2015-16
2015,50,8.842488105988119,-3.1299999999999955,19.75,89,0,2,Minimal,2015-16
2015,51,4.970321051827405,-6.539999999999964,17.03000000000003,122,0,3,Minimal,2015-16
2015,53,4.765941035583356,-0.7474265019999962,11.420000000000016,91,0,10,High,2014-15
2016,1,-1.1391448819523584,-14.069999999999993,11.960000000000036,163,0,3,Minimal,2015-16
2016,2,-2.564954899458312,-15.449999999999989,9.879999999999995,168,0,2,Minimal,2015-16
2016,3,-9.338486938672597,-14.589999999999975,-2.0,168,0,2,Minimal,2015-16
2016,4,2.173782914053594,-10.246723925999959,16.57000000000005,149,0,3,Minimal,2015-16
2016,5,3.8291322016488323,-4.659999999999968,16.650000000000034,145,0,3,Minimal,2015-16
2016,6,-7.369262719392835,-18.919999999999987,6.660000000000025,168,0,3,Minimal,2015-16
2016,7,2.6215420035059758,-9.269999999999982,19.189999999999998,131,0,3,Minimal,2015-16
2016,8,3.4426711861071664,-5.060000000000002,17.590000000000032,144,0,5,Low,2015-16
2016,9,1.8750092945774033,-7.755504733999999,17.57000000000005,152,0,6,Moderate,2015-16
2016,10,12.16017640779643,-0.21999999999997044,22.77000000000004,45,0,9,High,2015-16
2016,11,8.842678767327405,-0.08999999999997499,19.78000000000003,83,0,6,Moderate,2015-16
2016,12,9.104509530101215,-3.2399999999999523,23.060000000000002,82,0,7,Moderate,2015-16
2016,13,9.233651095154784,-3.8100000000000023,20.850000000000023,99,0,5,Low,2015-16
2016,14,2.991058269434546,-7.609999999999957,18.230000000000018,149,0,3,Minimal,2015-16
2016,15,11.41771542764288,-2.2999999999999545,26.439999999999998,75,5,3,Minimal,2015-16
2016,16,15.20399681846431,1.8000000000000114,25.75,26,4,3,Minimal,2015-16
2016,17,13.724661680404784,4.840000000000032,25.710000000000036,46,3,3,Minimal,2015-16
2016,18,13.03166666666669,7.580000000000041,21.230000000000018,41,0,2,Minimal,2015-16
2016,19,13.334285714285736,3.330000000000041,24.970000000000027,40,0,1,Minimal,2015-16
2016,20,12.413606469815502,0.7800000000000296,22.460000000000036,40,0,1,Minimal,2015-16
2016,21,20.961051163553595,8.970000000000027,30.370000000000005,5,44,1,Minimal,2015-16
2016,22,22.14729409183931,14.020000000000039,30.189999999999998,0,48,1,Minimal,2015-16
2016,23,19.047678571428595,6.990000000000009,31.840000000000032,8,23,1,Minimal,2015-16
2016,24,20.985261904761927,9.07000000000005,29.30000000000001,2,41,1,Minimal,2015-16
2016,25,22.733809523809548,13.960000000000036,30.920000000000016,0,55,1,Minimal,2015-16
2016,26,19.82369235507145,10.79000000000002,30.460000000000036,0,26,1,Minimal,2015-16
2016,27,22.8997023809524,15.0,29.670000000000016,0,51,1,Minimal,2015-16
2016,28,23.979026318333357,14.180000000000007,31.629999999999995,0,75,1,Minimal,2015-16
2016,29,23.924470238095267,13.650000000000034,32.26000000000005,0,50,1,Minimal,2015-16
2016,30,23.776607142857166,18.860000000000014,32.950000000000045,0,54,1,Minimal,2015-16
2016,31,23.86791666666669,13.640000000000043,30.620000000000005,0,71,1,Minimal,2015-16
2016,32,25.08926785714288,17.370000000000005,32.170000000000016,0,83,1,Minimal,2015-16
2016,33,23.246904761904787,17.400000000000034,30.170000000000016,0,43,1,Minimal,2015-16
2016,34,23.2197025019524,13.170000000000016,31.810000000000002,0,62,1,Minimal,2015-16
2016,35,20.370856190053594,11.670000000000016,29.560000000000002,0,30,1,Minimal,2015-16
2016,36,23.1497023809524,12.960000000000036,30.850000000000023,0,62,1,Minimal,2015-16
2016,37,19.789052695744072,10.980000000000018,27.860000000000014,0,25,1,Minimal,2015-16
2016,38,20.288480766154784,8.700000000000045,30.870000000000005,5,36,1,Minimal,2015-16
2016,39,15.514977951511932,6.830000000000041,24.950000000000045,8,0,1,Minimal,2015-16
2016,40,14.669902403505974,5.765000000000043,23.700000000000045,24,0,1,Minimal,2016-17
2016,41,11.332548546970262,0.6790000000000305,23.422000000000025,67,0,1,Minimal,2016-17
2016,42,15.896705444255977,6.024000000000001,25.226,40,2,1,Minimal,2016-17
2016,43,11.031238095238118,-2.399000000000001,20.911,74,0,1,Minimal,2016-17
2016,44,12.11646153846156,0.7000000000000455,25.010000000000048,72,1,1,Minimal,2016-17
2016,45,7.0723809523809775,-3.5600000000000023,19.150000000000034,120,0,1,Minimal,2016-17
2016,46,6.211666666666688,-3.419999999999959,22.370000000000005,118,0,1,Minimal,2016-17
2016,47,2.5445284010059726,-5.389999999999986,10.150000000000034,165,0,1,Minimal,2016-17
2016,48,5.52379770538097,-1.6599999999999682,16.370000000000005,133,0,1,Minimal,2016-17
2016,49,-0.7645191786666475,-5.819999999999993,5.560000000000002,168,0,1,Minimal,2016-17
2016,50,-3.236766274541649,-16.0,15.010000000000048,158,0,2,Minimal,2016-17
2016,51,-0.022916666666645824,-10.620000000000005,7.670000000000016,168,0,2,Minimal,2016-17
2016,52,3.1539583333333514,-4.0,17.710000000000036,126,0,4,Low,2015-16
2016,52,3.1539583333333514,-4.0,17.710000000000036,126,0,5,Low,2016-17
2017,1,-4.064761904761887,-15.039999999999964,8.870000000000005,168,0,4,Low,2016-17
2017,2,1.873035714285734,-15.139999999999986,17.510000000000048,140,0,4,Low,2016-17
2017,3,6.591904761904782,-4.75,17.230000000000018,115,0,7,Moderate,2016-17
2017,4,2.1630535714285877,-3.1499999999999773,10.160000000000025,164,0,8,High,2016-17
2017,5,-1.6813690476190302,-10.849999999999966,6.830000000000041,168,0,10,High,2016-17
2017,6,3.7084523809523997,-10.560000000000002,16.410000000000025,129,0,10,High,2016-17
2017,7,2.4470336585119266,-9.310999999999979,15.564999999999998,144,0,10,High,2016-17
2017,8,10.60222595562502,-3.0,24.0,66,0,9,High,2016-17
2017,9,2.2417857142857356,-9.46999999999997,15.5,134,0,5,Low,2016-17
2017,10,3.1843712574850476,-10.019999999999982,14.850000000000023,118,0,4,Low,2016-17
2017,11,-1.741021047988078,-9.42999999999995,5.670000000000016,168,0,5,Low,2016-17
2017,12,8.703317102750018,-8.859999999999957,23.0,97,0,3,Minimal,2016-17
2017,13,9.667678571428588,-0.8299999999999841,19.370000000000005,75,0,5,Low,2016-17
2017,14,10.115687388351208,-2.2799999999999727,22.25,78,0,2,Minimal,2016-17
2017,15,15.976263801934547,5.591000000000008,26.160000000000025,24,7,2,Minimal,2016-17
2017,16,14.699285714285732,1.660000000000025,24.02000000000004,35,0,1,Minimal,2016-17
2017,17,16.583511904761927,7.689999999999998,29.120000000000005,10,14,1,Minimal,2016-17
2017,18,11.958690476190494,5.0,25.400000000000034,69,1,1,Minimal,2016-17
2017,19,11.568392857142877,-0.009999999999990905,21.120000000000005,49,0,1,Minimal,2016-17
2017,20,19.177142857142876,3.9600000000000364,29.140000000000043,17,31,1,Minimal,2016-17
2017,21,16.116369047619067,8.430000000000007,24.170000000000016,7,0,1,Minimal,2016-17
2017,22,18.49732142857145,9.129999999999995,25.620000000000005,2,5,1,Minimal,2016-17
2017,23,18.05059523809526,9.129999999999995,28.890000000000043,4,18,1,Minimal,2016-17
2017,24,23.807500000000022,16.439999999999998,31.02000000000004,0,59,1,Minimal,2016-17
2017,25,20.79717857142859,14.439999999999998,28.140000000000043,0,18,1,Minimal,2016-17
2017,26,20.35695812595835,8.990000000000009,28.370000000000005,4,34,1,Minimal,2016-17
2017,27,21.561964285714307,12.430000000000007,29.150000000000034,0,34,1,Minimal,2016-17
2017,28,22.242927825940495,14.490000000000009,30.180000000000007,0,33,1,Minimal,2016-17
2017,29,24.158750000000023,17.760000000000048,31.0,0,56,1,Minimal,2016-17
2017,30,20.554285714285736,13.32000000000005,27.850000000000023,0,26,1,Minimal,2016-17
2017,31,21.276428571428593,13.980000000000018,28.29000000000002,0,43,1,Minimal,2016-17
