,actual,predicted
37358,-7.0,-2.9264944
37359,-7.289999999999964,-2.9264944
37360,-7.289999999999964,-2.9264944
37361,-7.5,-2.9264944
37362,-7.5,-4.0314207
37363,-7.25,-4.0314207
37364,-6.859999999999957,-4.0314207
37365,-6.379999999999996,-4.0314207
37366,-6.569999999999993,-4.0314207
37367,-6.25,-4.0314207
37368,-6.009999999999991,-4.0314207
37369,-5.879999999999996,-4.0314207
37370,-6.129999999999996,-4.0314207
37371,-6.3700000000000045,-4.0314207
37372,-6.379999999999996,-4.0314207
37373,-6.379999999999996,-4.0314207
37374,-6.639999999999986,-4.0314207
37375,-6.629999999999996,-4.0314207
37376,-7.009999999999991,-4.0314207
37377,-7.579999999999984,-4.0314207
37378,-7.859999999999957,-4.0314207
37379,-8.159999999999968,-4.0314207
37380,-9.019999999999982,-4.0314207
37381,-10.319999999999991,-4.0314207
37382,-10.879999999999995,-4.0314207
37383,-12.16999999999996,-4.0314207
37384,-13.16999999999996,-4.0314207
37385,-13.75,-4.0314207
37386,-14.589999999999977,-4.0314207
37387,-14.16999999999996,-4.0314207
37388,-12.42999999999995,-4.0314207
37389,-11.389999999999986,-4.0314207
37390,-10.120000000000005,-4.0314207
37391,-9.489999999999952,-4.0314207
37392,-9.120000000000005,-4.0314207
37393,-8.849999999999966,-4.0314207
37394,-9.25,-4.0314207
37395,-9.609999999999957,-4.0314207
37396,-10.70999999999998,-4.0314207
37397,-11.41999999999996,-4.0314207
37398,-11.819999999999991,-4.0314207
37399,-13.639999999999986,-4.5169435
37400,-13.870000000000005,-4.5169435
37401,-14.029999999999973,-4.5169435
37402,-15.039999999999964,-4.5169435
37403,-14.870000000000005,-4.5169435
37404,-14.75,-4.5169435
37405,-14.319999999999991,-4.5169435
37406,-14.609999999999957,-4.5169435
37407,-13.659999999999968,-4.5169435
37408,-14.159999999999968,-4.5169435
37409,-14.310000000000002,-4.5169435
37410,-13.870000000000005,-4.5169435
37411,-13.489999999999952,-4.5169435
37412,-13.379999999999995,-4.5169435
37413,-11.859999999999957,-4.5169435
37414,-10.120000000000005,-4.5169435
37415,-9.139999999999986,-4.5169435
37416,-8.849999999999966,-4.5169435
37417,-9.239999999999952,-4.5169435
37418,-8.870000000000005,-4.5169435
37419,-9.279999999999973,-4.5169435
37420,-10.71999999999997,-4.5169435
37421,-11.409999999999968,-4.5169435
37422,-11.689999999999998,-4.5169435
37423,-11.689999999999998,-4.5169435
37424,-12.139999999999986,-4.5169435
37425,-12.579999999999984,-4.5169435
37426,-12.849999999999966,-4.5169435
37427,-13.0,-4.5169435
37428,-13.0,-4.5169435
37429,-13.279999999999973,-4.5169435
37430,-13.0,-4.5169435
37431,-13.289999999999964,-4.5169435
37432,-13.439999999999998,-4.5169435
37433,-13.41999999999996,-4.5169435
37434,-13.569999999999991,-4.5169435
37435,-13.299999999999956,-2.056338
37436,-12.259999999999993,-2.056338
37437,-11.379999999999995,-2.056338
37438,-10.259999999999993,-2.056338
37439,-9.879999999999995,-2.056338
37440,-9.75,-2.056338
37441,-9.25,-2.056338
37442,-9.609999999999957,-2.056338
37443,-9.989999999999952,-2.056338
37444,-10.739999999999952,-2.056338
37445,-11.42999999999995,-2.056338
37446,-12.259999999999993,-2.056338
37447,-12.659999999999968,-2.056338
37448,-13.009999999999993,-2.056338
37449,-13.67999999999995,-2.056338
37450,-14.16999999999996,-2.056338
37451,-15.0,-2.056338
37452,-15.139999999999986,-2.056338
37453,-14.569999999999991,-2.056338
37454,-14.0,-2.056338
37455,-13.439999999999998,-2.056338
37456,-12.870000000000005,-2.056338
37457,-12.579999999999984,-2.056338
37458,-11.859999999999957,-2.056338
37459,-11.379999999999995,-2.056338
37460,-10.71999999999997,-2.056338
37461,-9.009999999999993,-2.056338
37462,-8.009999999999991,-2.056338
37463,-6.389999999999986,-2.056338
37464,-4.769999999999982,-2.056338
37465,-3.009999999999991,-2.056338
37466,-2.7399999999999523,-2.056338
37467,-2.8799999999999955,-2.056338
37468,-3.2399999999999523,-2.056338
37469,-3.870000000000005,-2.056338
37470,-4.259999999999991,-2.056338
37471,-3.859999999999957,-2.056338
37472,-4.019999999999982,-1.8245372
37473,-4.70999999999998,-1.8245372
37474,-3.989999999999952,-1.8245372
37475,-3.849999999999966,-1.8245372
37476,-3.4399999999999977,-1.8245372
37477,-3.019999999999982,-1.8245372
37478,-2.3100000000000023,-1.8245372
37479,-2.339999999999975,-1.8245372
37480,-3.339999999999975,-1.8245372
37481,-2.7099999999999795,-1.8245372
37482,-2.509999999999991,-1.8245372
37483,-1.6399999999999864,-1.8245372
37484,-0.3799999999999954,-1.8245372
37485,0.7400000000000091,-1.8245372
37486,1.6200000000000043,-1.8245372
37487,2.0,-1.8245372
37488,2.490000000000009,-1.8245372
37489,3.740000000000009,-1.8245372
37490,4.970000000000027,-1.8245372
37491,6.360000000000014,-1.8245372
37492,7.710000000000036,-1.8245372
37493,8.220000000000027,-1.8245372
37494,8.620000000000005,-1.8245372
37495,8.379999999999995,-1.8245372
37496,8.610000000000014,-1.8245372
37497,8.29000000000002,-1.8245372
37498,8.270000000000039,-1.8245372
37499,8.800000000000011,-1.8245372
37500,9.02000000000004,-1.8245372
37501,8.330000000000041,-1.8245372
37502,7.330000000000041,-1.8245372
37503,5.82000000000005,-1.8245372
37504,5.0,-1.8245372
37505,4.330000000000041,-1.8245372
37506,4.0,-1.8245372
37507,3.150000000000034,-1.8245372
37508,3.9700000000000273,0.99977684
37509,6.0,0.99977684
37510,7.680000000000007,0.99977684
37511,9.700000000000044,0.99977684
37512,11.220000000000027,0.99977684
37513,11.840000000000032,0.99977684
37514,11.990000000000007,0.99977684
37515,11.629999999999995,0.99977684
37516,11.170000000000016,0.99977684
37517,9.58000000000004,0.99977684
37518,9.010000000000048,0.99977684
37519,9.870000000000005,0.99977684
37520,10.840000000000032,0.99977684
37521,11.970000000000027,0.99977684
37522,12.980000000000018,0.99977684
37523,13.420000000000016,0.99977684
37524,14.120000000000005,0.99977684
37525,14.850000000000025,0.99977684
37526,14.860000000000014,0.99977684
37527,15.5,0.99977684
37528,15.840000000000032,0.99977684
37529,15.980000000000018,0.99977684
37530,16.25,0.99977684
37531,16.150000000000034,0.99977684
37532,15.110000000000014,0.99977684
37533,15.350000000000025,0.99977684
37534,16.24000000000001,0.99977684
37535,17.150000000000034,0.99977684
37536,17.24000000000001,0.99977684
37537,17.510000000000048,0.99977684
37538,15.510000000000048,0.99977684
37539,13.110000000000014,0.99977684
37540,11.720000000000027,0.99977684
37541,10.840000000000032,0.99977684
37542,10.090000000000032,0.99977684
37543,8.360000000000014,0.99977684
37544,5.840000000000032,0.94408137
37545,4.410000000000025,0.94408137
37546,3.150000000000034,0.94408137
37547,2.160000000000025,0.94408137
37548,1.8500000000000227,0.94408137
37549,1.7100000000000364,0.94408137
37550,1.420000000000016,0.94408137
37551,0.8400000000000318,0.94408137
37552,0.4200000000000159,0.94408137
37553,-0.4399999999999977,0.94408137
37554,-0.75,0.94408137
37555,-1.1200000000000043,0.94408137
37556,-0.8599999999999568,0.94408137
37557,-0.1299999999999954,0.94408137
37558,0.4200000000000159,0.94408137
37559,0.9900000000000092,0.94408137
37560,1.580000000000041,0.94408137
37561,1.1200000000000043,0.94408137
37562,0.5600000000000023,0.94408137
37563,0.25,0.94408137
37564,-0.6099999999999568,0.94408137
37565,-1.2899999999999636,0.94408137
37566,-1.8700000000000043,0.94408137
37567,-2.1399999999999864,0.94408137
37568,-2.159999999999968,0.94408137
37569,-2.169999999999959,0.94408137
37570,-2.169999999999959,0.94408137
37571,-2.7199999999999704,0.94408137
37572,-3.289999999999964,0.94408137
37573,-3.0,0.94408137
37574,-2.569999999999993,0.94408137
37575,-2.4499999999999886,0.94408137
37576,-2.509999999999991,0.94408137
37577,-2.339999999999975,0.94408137
37578,-2.019999999999982,0.94408137
37579,-1.5,0.94408137
37580,-1.17999999999995,0.94408137
37581,-1.0,0.94408137
37582,0.1299999999999954,1.690184
37583,0.2700000000000386,1.690184
37584,1.2800000000000296,1.690184
37585,1.2900000000000205,1.690184
37586,1.2900000000000205,1.690184
37587,1.4300000000000068,1.690184
37588,1.150000000000034,1.690184
37589,0.7300000000000182,1.690184
37590,0.7400000000000091,1.690184
37591,0.4399999999999977,1.690184
37592,0.4200000000000159,1.690184
37593,0.2800000000000295,1.690184
37594,0.1299999999999954,1.690184
37595,-0.2899999999999636,1.690184
37596,-0.7299999999999613,1.690184
37597,-1.2999999999999543,1.690184
37598,-1.599999999999966,1.690184
37599,-1.9899999999999525,1.690184
37600,-2.829999999999984,1.690184
37601,-4.169999999999959,1.690184
37602,-4.45999999999998,1.690184
37603,-4.0,1.690184
37604,-2.669999999999959,1.690184
37605,-2.1499999999999773,1.690184
37606,-1.1499999999999773,1.690184
37607,-0.1200000000000045,1.690184
37608,0.0,1.690184
37609,1.0,1.690184
37610,1.0,1.690184
37611,0.7200000000000273,1.690184
37612,0.2900000000000204,1.690184
37613,-0.5699999999999932,1.690184
37614,-1.2899999999999636,1.690184
37615,-2.849999999999966,1.690184
37616,-2.7299999999999613,1.690184
37617,-3.870000000000005,1.690184
37618,-4.009999999999991,-0.5440576
37619,-4.029999999999973,-0.5440576
37620,-4.17999999999995,-0.5440576
37621,-4.329999999999984,-0.5440576
37622,-4.599999999999966,-0.5440576
37623,-4.75,-0.5440576
37624,-4.75,-0.5440576
37625,-4.639999999999986,-0.5440576
37626,-4.319999999999993,-0.5440576
37627,-2.669999999999959,-0.5440576
37628,-1.669999999999959,-0.5440576
37629,-1.0399999999999636,-0.5440576
37630,0.8300000000000409,-0.5440576
37631,1.5100000000000475,-0.5440576
37632,3.400000000000034,-0.5440576
37633,3.830000000000041,-0.5440576
37634,3.710000000000037,-0.5440576
37635,3.2800000000000296,-0.5440576
37636,3.1299999999999955,-0.5440576
37637,2.8500000000000227,-0.5440576
37638,3.0,-0.5440576
37639,2.57000000000005,-0.5440576
37640,2.700000000000045,-0.5440576
37641,2.840000000000032,-0.5440576
37642,2.990000000000009,-0.5440576
37643,3.0,-0.5440576
37644,3.430000000000007,-0.5440576
37645,3.670000000000016,-0.5440576
37646,3.830000000000041,-0.5440576
37647,4.160000000000025,-0.5440576
37648,4.830000000000041,-0.5440576
37649,6.689999999999998,-0.5440576
37650,6.379999999999996,-0.5440576
37651,9.490000000000007,-0.5440576
37652,10.340000000000032,-0.5440576
37653,11.970000000000027,-0.5440576
37654,12.980000000000018,0.9018218
37655,13.760000000000048,0.9018218
37656,14.600000000000025,0.9018218
37657,14.840000000000032,0.9018218
37658,14.560000000000002,0.9018218
37659,14.150000000000034,0.9018218
37660,13.590000000000032,0.9018218
37661,12.860000000000014,0.9018218
37662,12.439999999999998,0.9018218
37663,12.010000000000048,0.9018218
37664,11.550000000000011,0.9018218
37665,11.340000000000032,0.9018218
37666,10.010000000000048,0.9018218
37667,9.510000000000048,0.9018218
37668,8.490000000000009,0.9018218
37669,8.29000000000002,0.9018218
37670,7.57000000000005,0.9018218
37671,7.28000000000003,0.9018218
37672,6.680000000000007,0.9018218
37673,6.0,0.9018218
37674,4.8700000000000045,0.9018218
37675,4.640000000000043,0.9018218
37676,3.8600000000000136,0.9018218
37677,3.990000000000009,0.9018218
37678,3.8600000000000136,0.9018218
37679,3.620000000000005,0.9018218
37680,3.620000000000005,0.9018218
37681,3.620000000000005,0.9018218
37682,3.620000000000005,0.9018218
37683,3.620000000000005,0.9018218
37684,3.620000000000005,0.9018218
37685,3.5,0.9018218
37686,3.5,0.9018218
37687,3.25,0.9018218
37688,3.0,0.9018218
37689,3.0,0.9018218
37690,3.0,-3.26439
37691,3.0,-3.26439
37692,3.0,-3.26439
37693,3.0,-3.26439
37694,3.0,-3.26439
37695,2.7200000000000277,-3.26439
37696,3.0,-3.26439
37697,2.75,-3.26439
37698,2.760000000000048,-3.26439
37699,2.6299999999999955,-3.26439
37700,3.0,-3.26439
37701,3.0,-3.26439
37702,3.5,-3.26439
37703,4.0,-3.26439
37704,4.140000000000043,-3.26439
37705,4.730000000000018,-3.26439
37706,4.720000000000027,-3.26439
37707,4.57000000000005,-3.26439
37708,3.900000000000034,-3.26439
37709,2.410000000000025,-3.26439
37710,1.650000000000034,-3.26439
37711,0.8799999999999955,-3.26439
37712,0.3900000000000432,-3.26439
37713,-0.2699999999999818,-3.26439
37714,-0.2899999999999636,-3.26439
37715,-0.3100000000000023,-3.26439
37716,0.1299999999999954,-3.26439
37717,0.57000000000005,-3.26439
37718,1.8100000000000025,-3.26439
37719,1.650000000000034,-3.26439
37720,2.330000000000041,-3.26439
37721,2.990000000000009,-3.26439
37722,3.57000000000005,-3.26439
37723,4.610000000000014,-3.26439
37724,5.720000000000027,-3.26439
37725,7.0,-3.26439
37726,7.720000000000027,-2.9894314
37727,9.53000000000003,-2.9894314
37728,10.370000000000005,-2.9894314
37729,11.410000000000023,-2.9894314
37730,12.120000000000005,-2.9894314
37731,12.129999999999995,-2.9894314
37732,12.140000000000043,-2.9894314
37733,11.590000000000032,-2.9894314
37734,10.5,-2.9894314
37735,11.150000000000034,-2.9894314
37736,10.730000000000018,-2.9894314
37737,9.660000000000023,-2.9894314
37738,8.730000000000018,-2.9894314
37739,8.020000000000039,-2.9894314
37740,7.0,-2.9894314
37741,5.580000000000041,-2.9894314
37742,5.689999999999998,-2.9894314
37743,4.9500000000000455,-2.9894314
37744,4.9500000000000455,-2.9894314
37745,4.960000000000036,-2.9894314
37746,4.810000000000002,-2.9894314
37747,5.360000000000014,-2.9894314
37748,9.129999999999995,-2.9894314
37749,11.680000000000009,-2.9894314
37750,14.510000000000048,-2.9894314
37751,15.840000000000032,-2.9894314
37752,17.0,-2.9894314
37753,17.230000000000018,-2.9894314
37754,16.879999999999995,-2.9894314
37755,16.260000000000048,-2.9894314
37756,15.379999999999995,-2.9894314
37757,14.300000000000011,-2.9894314
37758,13.710000000000036,-2.9894314
37759,13.010000000000048,-2.9894314
37760,12.430000000000009,-2.9894314
37761,11.730000000000018,-2.9894314
37762,11.160000000000023,-7.4757867
37763,10.29000000000002,-7.4757867
37764,10.160000000000023,-7.4757867
37765,9.439999999999998,-7.4757867
37766,9.439999999999998,-7.4757867
37767,8.57000000000005,-7.4757867
37768,9.010000000000048,-7.4757867
37769,8.730000000000018,-7.4757867
37770,7.580000000000041,-7.4757867
37771,7.550000000000011,-7.4757867
37772,9.430000000000009,-7.4757867
37773,11.410000000000023,-7.4757867
37774,13.260000000000048,-7.4757867
37775,13.840000000000032,-7.4757867
37776,14.57000000000005,-7.4757867
37777,15.57000000000005,-7.4757867
37778,15.82000000000005,-7.4757867
37779,15.28000000000003,-7.4757867
37780,14.439999999999998,-7.4757867
37781,13.720000000000027,-7.4757867
37782,13.27000000000004,-7.4757867
37783,12.840000000000032,-7.4757867
37784,12.180000000000009,-7.4757867
37785,11.29000000000002,-7.4757867
37786,10.160000000000023,-7.4757867
37787,9.83000000000004,-7.4757867
37788,9.730000000000018,-7.4757867
37789,9.720000000000027,-7.4757867
37790,10.010000000000048,-7.4757867
37791,9.720000000000027,-7.4757867
37792,9.83000000000004,-7.4757867
37793,9.29000000000002,-7.4757867
37794,8.510000000000048,-7.4757867
37795,8.0,-7.4757867
37796,7.640000000000043,-7.4757867
37797,7.129999999999996,-7.4757867
37798,6.420000000000016,-7.4757867
37799,5.860000000000014,-7.4757867
37800,5.720000000000027,-7.458218
37801,5.0,-7.458218
37802,4.0,-7.458218
37803,3.430000000000007,-7.458218
37804,2.010000000000048,-7.458218
37805,1.4300000000000068,-7.458218
37806,1.1299999999999957,-7.458218
37807,1.4399999999999975,-7.458218
37808,1.5,-7.458218
37809,1.7100000000000364,-7.458218
37810,1.8600000000000136,-7.458218
37811,2.170000000000016,-7.458218
37812,2.180000000000007,-7.458218
37813,2.170000000000016,-7.458218
37814,2.170000000000016,-7.458218
37815,2.0,-7.458218
37816,2.0,-7.458218
37817,2.010000000000048,-7.458218
37818,2.150000000000034,-7.458218
37819,2.670000000000016,-7.458218
37820,2.2100000000000364,-7.458218
37821,2.857000000000028,-7.458218
37822,4.314000000000021,-7.458218
37823,4.314000000000021,-7.458218
37824,4.314000000000021,-7.458218
37825,5.515000000000043,-7.458218
37826,5.515000000000043,-7.458218
37827,5.515000000000043,-7.458218
37828,4.80800000000005,-7.458218
37829,4.80800000000005,-7.458218
37830,4.80800000000005,-7.458218
37831,4.040999999999997,-7.458218
37832,4.040999999999997,-7.458218
37833,4.040999999999997,-7.458218
37834,4.038000000000011,-7.458218
37835,4.038000000000011,-7.458218
37836,4.038000000000011,-4.099566
37837,3.649000000000001,-4.099566
37838,3.649000000000001,-4.099566
37839,3.649000000000001,-4.099566
37840,2.88900000000001,-4.099566
37841,2.88900000000001,-4.099566
37842,2.88900000000001,-4.099566
37843,4.175000000000011,-4.099566
37844,4.41900000000004,-4.099566
37845,4.720000000000027,-4.099566
37846,6.350000000000023,-4.099566
37847,8.220000000000027,-4.099566
37848,9.460000000000036,-4.099566
37849,10.110000000000014,-4.099566
37850,9.990000000000007,-4.099566
37851,9.620000000000005,-4.099566
37852,9.100000000000025,-4.099566
37853,8.860000000000014,-4.099566
37854,9.260000000000048,-4.099566
37855,9.0,-4.099566
37856,9.110000000000014,-4.099566
37857,9.840000000000032,-4.099566
37858,10.140000000000043,-4.099566
37859,9.439999999999998,-4.099566
37860,8.29000000000002,-4.099566
37861,7.0,-4.099566
37862,5.720000000000027,-4.099566
37863,4.4500000000000455,-4.099566
37864,3.430000000000007,-4.099566
37865,3.0,-4.099566
37866,2.6299999999999955,-4.099566
37867,2.2700000000000387,-4.099566
37868,2.0,-4.099566
37869,2.240000000000009,-4.099566
37870,2.25,-4.099566
37871,2.0,-4.099566
37872,2.3799999999999955,-4.6451807
37873,2.260000000000048,-4.6451807
37874,2.3799999999999955,-4.6451807
37875,1.8900000000000432,-4.6451807
37876,1.6299999999999957,-4.6451807
37877,1.5,-4.6451807
37878,1.3900000000000432,-4.6451807
37879,1.3799999999999957,-4.6451807
37880,0.7400000000000091,-4.6451807
37881,1.0,-4.6451807
37882,-0.1599999999999681,-4.6451807
37883,-1.0,-4.6451807
37884,-1.0,-4.6451807
37885,-1.0,-4.6451807
37886,-1.0,-4.6451807
37887,-1.0,-4.6451807
37888,-1.329999999999984,-4.6451807
37889,-1.2799999999999727,-4.6451807
37890,-1.3700000000000043,-4.6451807
37891,-1.25,-4.6451807
37892,-1.0,-4.6451807
37893,-0.7399999999999523,-4.6451807
37894,-0.6099999999999568,-4.6451807
37895,-0.2899999999999636,-4.6451807
37896,-0.7099999999999795,-4.6451807
37897,-1.0,-4.6451807
37898,-1.0,-4.6451807
37899,-1.3700000000000043,-4.6451807
37900,-1.7399999999999525,-4.6451807
37901,-1.75,-4.6451807
37902,-2.0,-4.6451807
37903,-2.0,-4.6451807
37904,-2.0,-4.6451807
37905,-2.0,-4.6451807
37906,-2.0,-4.6451807
37907,-2.0,-4.6451807
37908,-2.0,-5.4982452
37909,-2.0,-5.4982452
37910,-2.0,-5.4982452
37911,-2.289999999999964,-5.4982452
37912,-2.289999999999964,-5.4982452
37913,-2.569999999999993,-5.4982452
37914,-3.009999999999991,-5.4982452
37915,-3.1499999999999773,-5.4982452
37916,-2.75,-5.4982452
37917,-2.259999999999991,-5.4982452
37918,-1.6299999999999957,-5.4982452
37919,-1.1299999999999957,-5.4982452
37920,-0.5,-5.4982452
37921,-0.3799999999999954,-5.4982452
37922,-0.3799999999999954,-5.4982452
37923,-0.3799999999999954,-5.4982452
37924,-0.2899999999999636,-5.4982452
37925,0.160000000000025,-5.4982452
37926,0.160000000000025,-5.4982452
37927,0.1299999999999954,-5.4982452
37928,-0.2899999999999636,-5.4982452
37929,-1.1399999999999864,-5.4982452
37930,-1.7099999999999795,-5.4982452
37931,-2.0,-5.4982452
37932,-2.289999999999964,-5.4982452
37933,-2.289999999999964,-5.4982452
37934,-2.0,-5.4982452
37935,-2.0,-5.4982452
37936,-2.289999999999964,-5.4982452
37937,-2.42999999999995,-5.4982452
37938,-2.569999999999993,-5.4982452
37939,-2.289999999999964,-5.4982452
37940,-2.0,-5.4982452
37941,-1.3799999999999957,-5.4982452
37942,-1.0,-5.4982452
37943,-0.8799999999999955,-5.4982452
37944,-0.7299999999999613,-0.021248566
37945,-0.75,-0.021248566
37946,-0.7399999999999523,-0.021248566
37947,-0.7199999999999704,-0.021248566
37948,-1.0,-0.021248566
37949,-1.4399999999999975,-0.021248566
37950,-1.8599999999999568,-0.021248566
37951,-2.1399999999999864,-0.021248566
37952,-2.289999999999964,-0.021248566
37953,-2.289999999999964,-0.021248566
37954,-2.579999999999984,-0.021248566
37955,-2.849999999999966,-0.021248566
37956,-3.0,-0.021248566
37957,-3.42999999999995,-0.021248566
37958,-3.569999999999993,-0.021248566
37959,-4.0,-0.021248566
37960,-4.0,-0.021248566
37961,-4.0,-0.021248566
37962,-4.0,-0.021248566
37963,-4.0,-0.021248566
37964,-4.0,-0.021248566
37965,-4.0,-0.021248566
37966,-3.629999999999996,-0.021248566
37967,-3.5600000000000023,-0.021248566
37968,-3.70999999999998,-0.021248566
37969,-3.359999999999957,-0.021248566
37970,-3.75,-0.021248566
37971,-3.75,-0.021248566
37972,-4.0,-0.021248566
37973,-4.139999999999986,-0.021248566
37974,-4.0,-0.021248566
37975,-5.009999999999991,-0.021248566
37976,-5.71999999999997,-0.021248566
37977,-5.449999999999989,-0.021248566
37978,-5.310000000000002,-0.021248566
37979,-4.70999999999998,-0.021248566
37980,-5.149999999999977,-0.021248566
37981,-4.859999999999957,-0.021248566
37982,-4.149999999999977,2.1235104
37983,-3.42999999999995,2.1235104
37984,-2.7399999999999523,2.1235104
37985,-1.2099999999999795,2.1235104
37986,-0.1499999999999772,2.1235104
37987,0.7200000000000273,2.1235104
37988,1.6000000000000227,2.1235104
37989,2.430000000000007,2.1235104
37990,2.420000000000016,2.1235104
37991,2.6200000000000045,2.1235104
37992,2.740000000000009,2.1235104
37993,2.5,2.1235104
37994,2.75,2.1235104
37995,2.75,2.1235104
37996,2.8700000000000045,2.1235104
37997,3.1200000000000045,2.1235104
37998,3.25,2.1235104
37999,3.240000000000009,2.1235104
38000,2.980000000000018,2.1235104
38001,3.0,2.1235104
38002,3.0,2.1235104
38003,2.7100000000000364,2.1235104
38004,2.7100000000000364,2.1235104
38005,2.7100000000000364,2.1235104
38006,2.430000000000007,2.1235104
38007,2.0,2.1235104
38008,2.0,2.1235104
38009,1.7200000000000273,2.1235104
38010,1.2600000000000475,2.1235104
38011,1.0,2.1235104
38012,1.3600000000000136,2.1235104
38013,1.6200000000000043,2.1235104
38014,1.6200000000000043,2.1235104
38015,2.2800000000000296,2.1235104
38016,2.6299999999999955,2.1235104
38017,2.75,2.1235104
38018,2.75,-1.492661
38019,2.25,-1.492661
38020,2.140000000000043,-1.492661
38021,1.75,-1.492661
38022,1.490000000000009,-1.492661
38023,1.150000000000034,-1.492661
38024,0.9900000000000092,-1.492661
38025,1.1400000000000432,-1.492661
38026,0.7100000000000364,-1.492661
38027,0.7100000000000364,-1.492661
38028,1.0,-1.492661
38029,0.4200000000000159,-1.492661
38030,0.0,-1.492661
38031,-0.7299999999999613,-1.492661
38032,-0.5799999999999841,-1.492661
38033,-0.75,-1.492661
38034,-1.1200000000000043,-1.492661
38035,-1.25,-1.492661
38036,-1.259999999999991,-1.492661
38037,-1.1299999999999957,-1.492661
38038,-1.009999999999991,-1.492661
38039,-0.7699999999999818,-1.492661
38040,-0.0099999999999909,-1.492661
38041,0.0,-1.492661
38042,-0.1200000000000045,-1.492661
38043,-0.75,-1.492661
38044,-1.7399999999999525,-1.492661
38045,-2.25,-1.492661
38046,-3.0,-1.492661
38047,-3.1299999999999955,-1.492661
38048,-3.759999999999991,-1.492661
38049,-4.729999999999961,-1.492661
38050,-5.139999999999986,-1.492661
38051,-5.569999999999993,-1.492661
38052,-6.139999999999986,-1.492661
38053,-6.669999999999959,-1.492661
38054,-6.71999999999997,-2.3341684
38055,-7.009999999999991,-2.3341684
38056,-7.289999999999964,-2.3341684
